symbol,date,score,n_headlines
JNJ,2016-11-28,0.031413656,3
JNJ,2016-11-29,-0.2854136,6
JNJ,2016-11-30,0.1466769,1
JNJ,2016-12-02,-0.96522874,1
JNJ,2016-12-05,0.45787555,1
JNJ,2016-12-06,0.195753,3
JNJ,2016-12-07,-0.43732837,2
JNJ,2016-12-12,-0.41383645,2
JNJ,2016-12-13,-0.5046935,2
JNJ,2016-12-14,-0.034807272,4
JNJ,2016-12-15,-0.0031218966,2
JNJ,2016-12-16,0.8333409,1
JNJ,2016-12-19,0.48451397,2
JNJ,2016-12-20,0.7043502,1
JNJ,2016-12-21,0.15751746,2
JNJ,2016-12-22,-0.0543081,2
JNJ,2016-12-28,0.8758024,2
JNJ,2016-12-29,0.03801649,1
JNJ,2016-12-30,0.38950774,2
JNJ,2017-01-05,-0.91369295,1
JNJ,2017-01-06,0.047240853,1
JNJ,2017-01-09,0.037458796,1
JNJ,2017-01-10,-0.4563194,1
JNJ,2017-01-11,0.79194903,1
JNJ,2017-01-12,0.06944644,1
JNJ,2017-01-17,0.016713727,2
JNJ,2017-01-20,0.030222276,2
JNJ,2017-01-23,0.13233513,6
JNJ,2017-01-24,0.036915217,12
JNJ,2017-01-25,0.35995144,2
JNJ,2017-01-26,-0.27794704,6
JNJ,2017-01-27,0.0446359,1
JNJ,2017-01-31,0.7680078,1
JNJ,2017-02-06,0.8674271,1
JNJ,2017-02-14,0.9038031,1
JNJ,2017-02-15,0.43991563,2
JNJ,2017-02-16,0.09118966,2
JNJ,2017-02-17,0.021367997,3
JNJ,2017-02-21,0.021067074,1
JNJ,2017-02-22,0.26687706,1
JNJ,2017-02-23,0.058901317,2
JNJ,2017-02-27,-0.32943133,5
JNJ,2017-03-03,0.93324476,1
JNJ,2017-03-06,-0.65449184,1
JNJ,2017-03-07,-0.6375312,1
JNJ,2017-03-08,-0.048875958,1
JNJ,2017-03-10,0.057355262,2
JNJ,2017-03-14,0.02410078,1
JNJ,2017-03-16,0.88288665,1
JNJ,2017-03-21,-0.46852893,2
JNJ,2017-03-22,0.44623068,2
JNJ,2017-03-24,0.07649769,5
JNJ,2017-03-27,-0.007700313,2
JNJ,2017-03-31,0.038998216,2
JNJ,2017-04-03,-0.90093094,1
JNJ,2017-04-05,0.21238191,1
JNJ,2017-04-10,-0.13026834,2
JNJ,2017-04-12,0.8670087,1
JNJ,2017-04-17,0.3592448,3
JNJ,2017-04-18,0.03548187,8
JNJ,2017-04-20,0.003945224,2
JNJ,2017-04-24,0.023986718,3
JNJ,2017-04-27,0.20957159,3
JNJ,2017-05-01,0.0657615,1
JNJ,2017-05-03,0.103839844,2
JNJ,2017-05-12,0.07663691,1
JNJ,2017-05-15,-0.4361906,3
JNJ,2017-05-17,0.2020645,3
JNJ,2017-05-18,0.06411678,1
JNJ,2017-05-30,0.58476937,3
JNJ,2017-05-31,0.7016664,1
JNJ,2017-06-01,-0.92807263,1
JNJ,2017-06-05,0.46872827,2
JNJ,2017-06-07,0.83863926,1
JNJ,2017-06-09,-0.35486645,5
JNJ,2017-06-12,-0.3037347,3
JNJ,2017-06-13,0.87413675,1
JNJ,2017-06-14,0.8899546,2
JNJ,2017-06-16,0.36590338,3
JNJ,2017-06-19,0.70591664,1
JNJ,2017-06-20,-0.006145846,1
JNJ,2017-06-21,0.6095364,3
JNJ,2017-06-22,0.018070415,2
JNJ,2017-06-23,0.29637605,4
JNJ,2017-06-26,0.002740765,1
JNJ,2017-06-28,0.16466478,2
JNJ,2017-07-05,-0.07368098,1
JNJ,2017-07-06,0.06480779,2
JNJ,2017-07-10,0.187404,2
JNJ,2017-07-12,-0.11516293,1
JNJ,2017-07-13,0.7434975,1
JNJ,2017-07-14,-0.14622946,1
JNJ,2017-07-17,-0.21080555,3
JNJ,2017-07-18,0.05294252,7
JNJ,2017-07-19,0.8107654,1
JNJ,2017-07-20,0.24983223,3
JNJ,2017-07-21,-0.69281054,3
JNJ,2017-07-24,0.09642831,4
JNJ,2017-07-25,0.22739428,2
JNJ,2017-07-27,0.2332341,3
JNJ,2017-07-31,0.6608931,1
JNJ,2017-08-01,0.040626843,2
JNJ,2017-08-02,-0.8736094,1
JNJ,2017-08-07,0.008271884,2
JNJ,2017-08-09,0.8565337,1
JNJ,2017-08-16,-0.31576023,1
JNJ,2017-08-21,-0.72315514,1
JNJ,2017-08-22,-0.28868812,2
JNJ,2017-08-23,-0.55497754,1
JNJ,2017-08-24,0.46530682,2
JNJ,2017-08-31,-0.15041699,2
JNJ,2017-09-01,0.09050025,1
JNJ,2017-09-07,-0.28323135,2
JNJ,2017-09-11,0.29024413,3
JNJ,2017-09-12,-0.047342665,2
JNJ,2017-09-14,0.067294694,1
JNJ,2017-09-15,0.51703846,1
JNJ,2017-09-19,-0.3605832,1
JNJ,2017-09-20,-0.815056,3
JNJ,2017-09-21,0.107110865,1
JNJ,2017-09-25,0.008386049,1
JNJ,2017-09-26,0.26369086,1
JNJ,2017-09-27,-0.061585948,1
JNJ,2017-09-28,0.036391757,3
JNJ,2017-10-02,0.53699726,3
JNJ,2017-10-05,-0.35392323,1
JNJ,2017-10-06,0.27514806,1
JNJ,2017-10-09,0.095182896,2
JNJ,2017-10-11,-0.06351132,8
JNJ,2017-10-12,-0.032316808,1
JNJ,2017-10-13,0.21332572,4
JNJ,2017-10-16,0.068101406,4
JNJ,2017-10-17,-0.050000355,11
JNJ,2017-10-18,-0.1643605,5
JNJ,2017-10-19,0.0378327,2
JNJ,2017-10-20,0.90905255,1
JNJ,2017-10-23,0.055896875,3
JNJ,2017-10-24,-0.16631371,1
JNJ,2017-10-25,0.5909585,2
JNJ,2017-10-27,-0.0076007433,1
JNJ,2017-10-30,0.5382913,3
JNJ,2017-10-31,0.858602,1
JNJ,2017-11-06,0.47957265,2
JNJ,2017-11-09,-0.96022147,1
JNJ,2017-11-16,-0.80046254,3
JNJ,2017-11-20,0.9056847,1
JNJ,2017-11-21,0.8681876,1
JNJ,2017-11-22,-0.08478776,1
JNJ,2017-11-28,-0.583853,1
JNJ,2017-11-29,0.06058936,1
JNJ,2017-11-30,-0.28142014,1
JNJ,2017-12-01,0.23984343,1
JNJ,2017-12-04,0.29926875,3
JNJ,2017-12-05,-0.8727503,1
JNJ,2017-12-11,0.18148002,1
JNJ,2017-12-13,0.4687407,2
JNJ,2017-12-20,0.061768524,1
JNJ,2017-12-21,0.00228557,4
JNJ,2017-12-22,0.085152455,2
JNJ,2018-01-02,-0.0930697,4
JNJ,2018-01-05,-0.023026813,1
JNJ,2018-01-08,-0.77831507,1
JNJ,2018-01-10,0.47521436,1
JNJ,2018-01-16,-0.50107515,2
JNJ,2018-01-17,-0.16146685,6
JNJ,2018-01-18,0.061268106,2
JNJ,2018-01-19,0.030940711,2
JNJ,2018-01-22,0.027783165,5
JNJ,2018-01-23,0.01488283,12
JNJ,2018-01-25,0.13285969,2
JNJ,2018-01-29,0.31397244,3
JNJ,2018-02-01,0.05439174,1
JNJ,2018-02-05,-0.96109885,1
JNJ,2018-02-07,0.6844714,1
JNJ,2018-02-08,-0.2642324,2
JNJ,2018-02-09,0.70575076,1
JNJ,2018-02-14,-0.39478618,2
JNJ,2018-02-15,0.9148019,1
JNJ,2018-02-20,0.052699074,1
JNJ,2018-02-21,-0.01739904,1
JNJ,2018-02-22,0.015805226,1
JNJ,2018-02-27,0.5074427,3
JNJ,2018-03-01,0.42707828,2
JNJ,2018-03-06,0.9198126,1
JNJ,2018-03-07,0.8244871,1
JNJ,2018-03-08,-0.10545173,2
JNJ,2018-03-12,0.9302243,1
JNJ,2018-03-13,0.1567703,1
JNJ,2018-03-16,0.2654541,1
JNJ,2018-03-20,0.1962794,4
JNJ,2018-03-22,-0.5437008,1
JNJ,2018-03-23,0.019975187,1
JNJ,2018-04-02,0.016850773,1
JNJ,2018-04-06,0.037496418,2
JNJ,2018-04-10,0.4572853,2
JNJ,2018-04-11,-0.91804546,1
JNJ,2018-04-12,0.756753,3
JNJ,2018-04-13,0.30818787,3
JNJ,2018-04-16,-0.02257981,5
JNJ,2018-04-17,0.24644732,5
JNJ,2018-04-18,0.2879838,2
JNJ,2018-04-19,0.80239415,1
JNJ,2018-04-20,-0.7439436,1
JNJ,2018-04-26,0.77657044,1
JNJ,2018-05-01,0.03004412,2
JNJ,2018-05-02,0.11478406,1
JNJ,2018-05-03,-0.9098959,1
JNJ,2018-05-07,0.93361247,1
JNJ,2018-05-08,0.015064842,2
JNJ,2018-05-14,0.9253646,1
JNJ,2018-05-17,0.04520016,2
JNJ,2018-05-21,0.14450116,3
JNJ,2018-05-24,0.093558386,1
JNJ,2018-05-25,0.91874415,1
JNJ,2018-05-29,-0.29508457,3
JNJ,2018-05-30,0.7447324,1
JNJ,2018-05-31,0.29755187,1
JNJ,2018-06-04,0.83348876,1
JNJ,2018-06-06,0.5283053,1
JNJ,2018-06-07,0.18957129,1
JNJ,2018-06-11,0.9093541,1
JNJ,2018-06-12,0.6002013,1
JNJ,2018-06-14,0.035043865,1
JNJ,2018-06-18,0.07960844,2
JNJ,2018-06-19,-0.055850714,1
JNJ,2018-06-25,0.4940764,1
JNJ,2018-06-26,0.8863191,1
JNJ,2018-06-27,-0.22115794,2
JNJ,2018-06-29,-0.94969946,1
JNJ,2018-07-05,0.14317179,2
JNJ,2018-07-09,0.2713013,1
JNJ,2018-07-10,0.07215455,1
JNJ,2018-07-11,0.12640136,1
JNJ,2018-07-12,-0.40173784,7
JNJ,2018-07-13,-0.1577114,4
JNJ,2018-07-16,0.013047693,8
JNJ,2018-07-17,0.11007409,8
JNJ,2018-07-18,0.65004253,1
JNJ,2018-07-24,0.27870685,1
JNJ,2018-07-26,0.016999587,1
JNJ,2018-07-30,0.9010841,1
JNJ,2018-08-01,-0.7437982,1
JNJ,2018-08-06,0.92902404,1
JNJ,2018-08-08,0.5273877,1
JNJ,2018-08-16,-0.055636544,1
JNJ,2018-08-20,0.013927586,2
JNJ,2018-08-22,-0.950499,1
JNJ,2018-08-24,-0.27213404,6
JNJ,2018-08-27,0.5422945,4
JNJ,2018-08-31,0.9015993,1
JNJ,2018-09-04,0.3054867,2
JNJ,2018-09-10,0.008671361,2
JNJ,2018-09-11,0.026513167,1
JNJ,2018-09-12,0.9253112,1
JNJ,2018-09-13,-0.32508722,3
JNJ,2018-09-14,0.19756582,1
JNJ,2018-09-17,-0.010121133,1
JNJ,2018-09-19,0.048532072,1
JNJ,2018-09-20,0.050680395,1
JNJ,2018-09-24,-0.369799,2
JNJ,2018-09-26,0.04787069,1
JNJ,2018-09-27,-0.6432441,3
JNJ,2018-10-01,0.0062835906,1
JNJ,2018-10-03,0.86040676,1
JNJ,2018-10-04,0.12172941,6
JNJ,2018-10-09,0.3974095,1
JNJ,2018-10-11,0.8433876,2
JNJ,2018-10-15,-0.22350524,4
JNJ,2018-10-16,0.14486484,9
JNJ,2018-10-17,0.2801114,6
JNJ,2018-10-19,-0.26815706,1
JNJ,2018-10-22,0.74855596,1
JNJ,2018-10-23,-0.30954978,2
JNJ,2018-10-24,0.9389817,1
JNJ,2018-10-26,0.1772275,1
JNJ,2018-10-29,0.022280335,3
JNJ,2018-11-05,0.09022647,3
JNJ,2018-11-07,0.6891387,1
JNJ,2018-11-16,0.93686986,1
JNJ,2018-11-20,0.21099293,3
JNJ,2018-11-21,-0.16862601,2
JNJ,2018-11-23,-0.020971261,1
JNJ,2018-11-26,0.02785625,2
JNJ,2018-11-27,0.9150236,1
JNJ,2018-12-03,0.5795485,2
JNJ,2018-12-04,0.34837627,3
JNJ,2018-12-06,-0.3200638,1
JNJ,2018-12-12,0.054893512,3
JNJ,2018-12-13,-0.56443286,1
JNJ,2018-12-14,-0.3930269,14
JNJ,2018-12-17,-0.2879595,11
JNJ,2018-12-18,0.05807789,7
JNJ,2018-12-19,-0.12962124,7
JNJ,2018-12-20,0.10784944,3
JNJ,2018-12-21,-0.33522338,2
JNJ,2018-12-24,0.023543444,1
JNJ,2018-12-27,-0.05582939,1
JNJ,2019-01-02,0.36650264,1
JNJ,2019-01-03,0.5972664,3
JNJ,2019-01-04,0.80108297,1
JNJ,2019-01-07,0.122063935,3
JNJ,2019-01-10,0.063639,1
JNJ,2019-01-11,0.43328974,2
JNJ,2019-01-14,-0.23074733,3
JNJ,2019-01-15,0.33771038,2
JNJ,2019-01-16,0.8236178,2
JNJ,2019-01-17,0.38670027,3
JNJ,2019-01-18,-0.033078685,1
JNJ,2019-01-22,-0.49286255,12
JNJ,2019-01-23,0.32546222,3
JNJ,2019-01-28,-0.0025141053,1
JNJ,2019-01-31,0.8633108,2
JNJ,2019-02-05,-0.7758271,2
JNJ,2019-02-06,-0.44535065,1
JNJ,2019-02-08,0.035814278,1
JNJ,2019-02-11,-0.010293274,2
JNJ,2019-02-12,0.46035862,2
JNJ,2019-02-13,-0.1348981,5
JNJ,2019-02-15,-0.0013728142,2
JNJ,2019-02-19,-0.7500516,1
JNJ,2019-02-21,-0.013758704,4
JNJ,2019-02-25,0.7720478,1
JNJ,2019-02-26,0.09422698,1
JNJ,2019-03-04,0.0061864164,2
JNJ,2019-03-05,0.72875315,1
JNJ,2019-03-06,0.25754863,4
JNJ,2019-03-07,0.20434076,4
JNJ,2019-03-11,0.35981336,2
JNJ,2019-03-12,0.439933,2
JNJ,2019-03-13,-0.9392876,1
JNJ,2019-03-15,0.9223591,1
JNJ,2019-03-19,0.065648995,1
JNJ,2019-03-25,0.48995984,2
JNJ,2019-03-26,0.3677285,3
JNJ,2019-03-27,0.33044472,5
JNJ,2019-03-28,0.4534645,2
JNJ,2019-04-04,0.7961752,1
JNJ,2019-04-08,0.10629833,2
JNJ,2019-04-09,0.36522147,2
JNJ,2019-04-11,0.15707959,1
JNJ,2019-04-12,-0.023573756,2
JNJ,2019-04-15,0.48240414,1
JNJ,2019-04-16,0.35774103,11
JNJ,2019-04-17,0.7625955,6
JNJ,2019-04-18,0.8168393,1
JNJ,2019-04-22,0.07574066,3
JNJ,2019-04-23,0.46771836,2
JNJ,2019-04-24,0.022892457,1
JNJ,2019-04-25,0.62722147,1
JNJ,2019-04-30,0.015695533,1
JNJ,2019-05-02,-0.16402829,2
JNJ,2019-05-06,-0.0106699355,1
JNJ,2019-05-07,-0.0071346364,3
JNJ,2019-05-09,0.02969959,1
JNJ,2019-05-10,-0.46085003,1
JNJ,2019-05-13,-0.9469771,1
JNJ,2019-05-14,-0.79618114,1
JNJ,2019-05-15,0.7297028,1
JNJ,2019-05-16,0.061762094,2
JNJ,2019-05-17,-0.13632004,2
JNJ,2019-05-20,0.011059465,2
JNJ,2019-05-21,-0.52822036,3
JNJ,2019-05-22,0.07626657,2
JNJ,2019-05-29,-0.27345157,5
JNJ,2019-05-30,0.08257271,2
JNJ,2019-05-31,-0.6257906,4
JNJ,2019-06-03,0.88062567,1
JNJ,2019-06-04,0.387175,3
JNJ,2019-06-11,0.4165193,3
JNJ,2019-06-12,-0.5709162,4
JNJ,2019-06-14,0.84208244,1
JNJ,2019-06-19,0.1865621,1
JNJ,2019-06-24,0.60272664,1
JNJ,2019-06-26,0.008316362,1
JNJ,2019-06-28,0.9033338,1
JNJ,2019-07-08,0.85783374,1
JNJ,2019-07-09,0.55841124,1
JNJ,2019-07-10,0.8181941,3
JNJ,2019-07-11,0.18379566,2
JNJ,2019-07-12,-0.17063433,9
JNJ,2019-07-15,0.18455088,3
JNJ,2019-07-16,0.016184233,11
JNJ,2019-07-17,-0.28677407,3
JNJ,2019-07-19,0.6607076,4
JNJ,2019-07-22,0.4517307,2
JNJ,2019-07-23,0.39012688,2
JNJ,2019-07-26,0.78287655,1
JNJ,2019-07-29,-0.0740175,3
JNJ,2019-07-31,0.15973024,1
JNJ,2019-08-12,0.4823737,1
JNJ,2019-08-13,0.90110946,2
JNJ,2019-08-20,0.41185397,1
JNJ,2019-08-21,0.030326389,2
JNJ,2019-08-22,0.27368188,2
JNJ,2019-08-26,-0.6193779,6
JNJ,2019-08-27,0.16480367,17
JNJ,2019-08-28,0.13168429,3
JNJ,2019-08-29,0.3749771,2
JNJ,2019-09-03,-0.30754825,3
JNJ,2019-09-04,0.9173229,1
JNJ,2019-09-09,0.85081214,1
JNJ,2019-09-11,0.044971008,3
JNJ,2019-09-16,0.07465978,4
JNJ,2019-09-18,0.0040189847,3
JNJ,2019-09-20,0.79015976,2
JNJ,2019-09-23,0.03394879,2
JNJ,2019-09-25,0.067009464,1
JNJ,2019-09-26,0.90200984,2
JNJ,2019-09-27,-0.46692348,1
JNJ,2019-09-30,0.08271202,3
JNJ,2019-10-01,0.49484265,1
JNJ,2019-10-02,0.28880462,5
JNJ,2019-10-03,0.92569375,1
JNJ,2019-10-04,0.5169826,1
JNJ,2019-10-09,0.176295,6
JNJ,2019-10-11,0.22774413,5
JNJ,2019-10-14,-0.05565673,6
JNJ,2019-10-15,0.48581037,14
JNJ,2019-10-16,-0.013820357,13
JNJ,2019-10-17,-0.11059266,3
JNJ,2019-10-18,-0.34577653,10
JNJ,2019-10-21,0.051496826,7
JNJ,2019-10-22,0.8863367,1
JNJ,2019-10-23,0.35252684,4
JNJ,2019-10-24,-0.48465237,4
JNJ,2019-10-25,-0.7437345,2
JNJ,2019-10-29,-0.18015419,7
JNJ,2019-10-30,0.15765738,6
JNJ,2019-10-31,-0.9576292,1
JNJ,2019-11-04,-0.77671444,1
JNJ,2019-11-07,0.20892105,2
JNJ,2019-11-11,0.8643992,1
JNJ,2019-11-12,-0.9330839,1
JNJ,2019-11-13,0.035062112,1
JNJ,2019-11-14,0.18602768,1
JNJ,2019-11-15,-0.030631343,3
JNJ,2019-11-18,0.0035840329,1
JNJ,2019-11-19,0.88632363,1
JNJ,2019-11-20,-0.19588476,2
JNJ,2019-11-21,0.16070583,1
JNJ,2019-11-22,0.47888097,1
JNJ,2019-11-26,-0.54765856,5
JNJ,2019-11-27,-0.5104861,2
JNJ,2019-11-29,-0.4396079,2
JNJ,2019-12-02,-0.80334324,1
JNJ,2019-12-03,0.101195514,1
JNJ,2019-12-04,-0.53502566,2
JNJ,2019-12-05,0.9336981,1
JNJ,2019-12-06,-0.019705266,1
JNJ,2019-12-09,0.5520089,6
JNJ,2019-12-10,0.63047683,2
JNJ,2019-12-17,0.10430275,4
JNJ,2019-12-19,0.2744553,3
JNJ,2019-12-20,0.28181052,3
JNJ,2019-12-23,-0.052898653,1
JNJ,2019-12-26,0.0034449864,1
JNJ,2020-01-02,0.25834823,4
JNJ,2020-01-06,-0.6208871,2
JNJ,2020-01-07,0.35372218,3
JNJ,2020-01-09,0.8934587,2
JNJ,2020-01-10,0.37514776,1
JNJ,2020-01-15,0.5211401,1
JNJ,2020-01-17,0.15181255,3
JNJ,2020-01-21,0.009789688,5
JNJ,2020-01-22,0.01417794,16
JNJ,2020-01-23,0.548816,3
JNJ,2020-01-27,0.45267358,4
JNJ,2020-01-28,0.9136024,1
JNJ,2020-01-29,0.4043962,3
JNJ,2020-01-30,-0.59067833,1
JNJ,2020-02-03,0.00532729,1
JNJ,2020-02-04,0.12760314,1
JNJ,2020-02-05,0.07533512,3
JNJ,2020-02-06,-0.629241,4
JNJ,2020-02-07,-0.7450415,2
JNJ,2020-02-10,0.047170013,2
JNJ,2020-02-11,0.5207869,2
JNJ,2020-02-12,0.9199757,1
JNJ,2020-02-14,-0.34170958,2
JNJ,2020-02-18,0.9327146,1
JNJ,2020-02-21,-0.022390628,1
JNJ,2020-02-25,0.38778713,1
JNJ,2020-02-28,-0.96511245,1
JNJ,2020-03-02,0.26191184,1
JNJ,2020-03-03,-0.32342404,2
JNJ,2020-03-04,0.4575475,4
JNJ,2020-03-05,-0.16954324,2
JNJ,2020-03-06,-0.2437807,2
JNJ,2020-03-09,-0.05683809,1
JNJ,2020-03-10,0.6488528,3
JNJ,2020-03-11,-0.26092947,2
JNJ,2020-03-12,-0.9439237,2
JNJ,2020-03-13,0.01092805,4
JNJ,2020-03-16,-0.2638786,3
JNJ,2020-03-17,0.19614412,1
JNJ,2020-03-18,0.6119611,1
JNJ,2020-03-19,0.06891798,1
JNJ,2020-03-20,0.45767814,2
JNJ,2020-03-23,-0.9441926,2
JNJ,2020-03-24,0.5737202,2
JNJ,2020-03-25,0.6444298,1
JNJ,2020-03-26,0.8754848,1
JNJ,2020-03-27,-0.24559587,4
JNJ,2020-03-30,0.38726565,9
JNJ,2020-03-31,0.030363321,2
JNJ,2020-04-01,-0.53700113,2
JNJ,2020-04-02,0.28605777,3
JNJ,2020-04-03,0.28853646,3
JNJ,2020-04-06,0.3066816,3
JNJ,2020-04-07,0.20655482,1
JNJ,2020-04-08,0.19448948,2
JNJ,2020-04-09,0.5015925,1
JNJ,2020-04-13,-0.33679432,4
JNJ,2020-04-14,0.19142021,15
JNJ,2020-04-15,0.5754632,7
JNJ,2020-04-16,0.35499576,3
JNJ,2020-04-17,0.58141077,2
JNJ,2020-04-20,-0.062421802,3
JNJ,2020-04-21,0.11018204,1
JNJ,2020-04-22,0.18102984,5
JNJ,2020-04-23,0.4990565,3
JNJ,2020-04-24,0.5457433,5
JNJ,2020-04-27,0.15553036,3
JNJ,2020-04-28,-0.011335363,3
JNJ,2020-04-29,0.8941593,3
JNJ,2020-04-30,0.90687203,2
JNJ,2020-05-01,-0.08709851,2
JNJ,2020-05-04,0.015695533,1
JNJ,2020-05-05,0.31082973,3
JNJ,2020-05-11,0.10796662,1
JNJ,2020-05-12,0.31029248,1
JNJ,2020-05-15,0.5914932,1
JNJ,2020-05-18,0.26239842,3
JNJ,2020-05-19,-0.1932679,3
JNJ,2020-05-20,-0.88530445,1
JNJ,2020-05-22,0.30007112,2
JNJ,2020-05-26,0.24711908,1
JNJ,2020-06-01,0.035833664,1
JNJ,2020-06-02,0.44388953,3
JNJ,2020-06-03,0.20616995,1
JNJ,2020-06-09,-0.51946807,2
JNJ,2020-06-10,0.18900608,3
JNJ,2020-06-11,-0.2813792,5
JPM,2018-09-17,0.03365091,9
JPM,2018-09-18,0.22134694,4
JPM,2018-09-19,0.067628495,8
JPM,2018-09-20,0.1772629,12
JPM,2018-09-21,0.2997062,4
JPM,2018-09-24,0.015083912,21
JPM,2018-09-25,-0.14526811,3
JPM,2018-09-26,0.22195734,3
JPM,2018-09-27,-0.10802607,9
JPM,2018-09-28,0.04952301,10
JPM,2018-10-01,0.3793539,4
JPM,2018-10-02,0.18243207,5
JPM,2018-10-03,-0.059031766,8
JPM,2018-10-04,-0.09372604,7
JPM,2018-10-05,-0.04775734,12
JPM,2018-10-08,-0.17108689,15
JPM,2018-10-09,-0.13575028,7
JPM,2018-10-10,0.2127176,9
JPM,2018-10-11,0.047222726,13
JPM,2018-10-12,-0.01100007,22
JPM,2018-10-15,-0.27712065,16
JPM,2018-10-16,0.17070031,7
JPM,2018-10-17,0.36462972,7
JPM,2018-10-18,-0.4605774,2
JPM,2018-10-19,0.16268124,4
JPM,2018-10-22,0.038661998,8
JPM,2018-10-23,-0.22867802,4
JPM,2018-10-24,-0.34298274,5
JPM,2018-10-25,-0.030501792,3
JPM,2018-10-26,0.2001845,9
JPM,2018-10-29,0.08363178,6
JPM,2018-10-30,0.00807995,1
JPM,2018-10-31,0.06794968,4
JPM,2018-11-01,0.16352138,3
JPM,2018-11-02,0.45861462,2
JPM,2018-11-05,0.03786697,8
JPM,2018-11-06,-0.090776,6
JPM,2018-11-07,0.38430548,2
JPM,2018-11-08,0.16541566,6
JPM,2018-11-09,0.096360505,8
JPM,2018-11-12,0.27982044,4
JPM,2018-11-13,0.31356195,3
JPM,2018-11-14,-0.06214375,10
JPM,2018-11-15,-0.1664548,5
JPM,2018-11-16,-0.09868911,9
JPM,2018-11-19,-0.06965734,10
JPM,2018-11-20,-0.012332533,9
JPM,2018-11-21,-0.062199175,5
JPM,2018-11-23,-0.2520206,5
JPM,2018-11-26,-0.006643572,10
JPM,2018-11-27,0.375047,2
JPM,2018-11-28,0.19387089,6
JPM,2018-11-29,-0.0015029982,1
JPM,2018-11-30,0.06457692,6
JPM,2018-12-03,0.045066245,5
JPM,2018-12-04,-0.503435,8
JPM,2018-12-06,-0.117569834,19
JPM,2018-12-07,-0.09140062,7
JPM,2018-12-10,0.05638401,7
JPM,2018-12-11,-0.17106453,10
JPM,2018-12-12,-0.44473445,4
JPM,2018-12-13,0.22526991,4
JPM,2018-12-14,-0.15125328,4
JPM,2018-12-17,-0.004120431,9
JPM,2018-12-18,0.20549643,4
JPM,2018-12-19,-0.08706143,2
JPM,2018-12-20,0.16950981,7
JPM,2018-12-21,0.41892827,3
JPM,2018-12-24,-0.5176091,5
JPM,2018-12-26,0.24855089,3
JPM,2018-12-27,0.18977398,6
JPM,2018-12-28,-0.41360664,4
JPM,2018-12-31,0.07756694,5
JPM,2019-01-02,0.028762206,8
JPM,2019-01-03,-0.37333575,5
JPM,2019-01-04,0.032687794,4
JPM,2019-01-07,0.20802063,11
JPM,2019-01-08,0.047806665,9
JPM,2019-01-09,0.029284736,6
JPM,2019-01-10,0.12864241,8
JPM,2019-01-11,0.231379,8
JPM,2019-01-14,0.04869037,20
JPM,2019-01-15,-0.15695664,31
JPM,2019-01-16,0.020960713,20
JPM,2019-01-17,0.136017,11
JPM,2019-01-18,-0.2006434,12
JPM,2019-01-22,0.25537926,8
JPM,2019-01-23,0.27932733,5
JPM,2019-01-24,0.067971624,8
JPM,2019-01-25,0.23755264,3
JPM,2019-01-28,0.23745973,6
JPM,2019-01-29,0.34799927,5
JPM,2019-01-30,-0.0060333298,4
JPM,2019-01-31,0.22173111,2
JPM,2019-02-01,0.049877226,2
JPM,2019-02-04,-0.09440713,4
JPM,2019-02-05,0.28093782,3
JPM,2019-02-06,-0.004645407,1
JPM,2019-02-07,-0.2921902,2
JPM,2019-02-08,0.10215136,3
JPM,2019-02-11,0.237532,4
JPM,2019-02-12,0.21289885,2
JPM,2019-02-13,0.08108935,4
JPM,2019-02-14,0.29039863,3
JPM,2019-02-15,0.12874557,9
JPM,2019-02-19,0.11347808,14
JPM,2019-02-20,0.086524405,3
JPM,2019-02-21,-0.089399576,6
JPM,2019-02-22,0.0314274,9
JPM,2019-02-25,0.2334477,11
JPM,2019-02-26,-0.18111446,7
JPM,2019-02-27,0.62794405,3
JPM,2019-02-28,0.06768241,6
JPM,2019-03-01,0.18454878,10
JPM,2019-03-04,0.08089998,4
JPM,2019-03-05,-0.13634747,3
JPM,2019-03-06,0.010572078,9
JPM,2019-03-07,-0.10464553,5
JPM,2019-03-08,0.09333897,7
JPM,2019-03-11,0.037831835,2
JPM,2019-03-12,0.16205646,6
JPM,2019-03-13,0.07990224,6
JPM,2019-03-14,-0.14287405,8
JPM,2019-03-15,-0.09403707,4
JPM,2019-03-18,0.015027356,5
JPM,2019-03-19,-0.0630861,5
JPM,2019-03-20,-0.47305557,4
JPM,2019-03-21,-0.27469444,5
JPM,2019-03-22,-0.50495285,3
JPM,2019-03-25,0.013511149,10
JPM,2019-03-26,-0.067623146,6
JPM,2019-03-27,0.0017028997,3
JPM,2019-03-28,-0.21517007,5
JPM,2019-03-29,0.14724945,11
JPM,2019-04-01,0.03153991,9
JPM,2019-04-02,-0.030736184,4
JPM,2019-04-03,-0.10937973,7
JPM,2019-04-04,-0.0066990787,4
JPM,2019-04-05,0.16755052,10
JPM,2019-04-08,0.14921826,17
JPM,2019-04-09,0.026586998,13
JPM,2019-04-10,-0.2138215,5
JPM,2019-04-11,0.10744514,17
JPM,2019-04-12,0.37701777,35
JPM,2019-04-15,0.05005741,31
JPM,2019-04-16,0.03852211,12
JPM,2019-04-17,0.28363186,7
JPM,2019-04-18,-0.04214039,7
JPM,2019-04-22,-0.035430536,11
JPM,2019-04-23,0.30780467,3
JPM,2019-04-24,0.08410749,3
JPM,2019-04-25,0.26886144,3
