,port_ret
2022-01-04,-0.00046677212
2022-01-05,-0.013909663
2022-01-06,0.0022892065
2022-01-07,0.005714913
2022-01-10,-0.0013719004
2022-01-11,0.012593292
2022-01-12,0.0016012521
2022-01-13,-0.008017374
2022-01-14,-0.015940301
2022-01-18,-0.012802638
2022-01-19,-0.0070691044
2022-01-20,-0.0039426773
2022-01-21,-0.014812479
2022-01-24,0.0020046723
2022-01-25,0.01592866
2022-01-26,0.0025781607
2022-01-27,-0.000107338084
2022-01-28,0.009972993
2022-01-31,0.009298921
2022-02-01,0.025776083
2022-02-02,0.0036946938
2022-02-03,-0.014064156
2022-02-04,0.011623674
2022-02-07,-6.379164e-05
2022-02-08,-0.0059255636
2022-02-09,0.0021403977
2022-02-10,-0.012886074
2022-02-11,0.0015459011
2022-02-14,-0.010473643
2022-02-15,0.0032833458
2022-02-16,0.0016271158
2022-02-17,-0.011701371
2022-02-18,-0.007019537
2022-02-22,-0.0072302404
2022-02-23,-0.009943498
2022-02-24,-0.0031577921
2022-02-25,0.020859804
2022-02-28,-0.00611898
2022-03-01,-0.0064523136
2022-03-02,0.015774183
2022-03-03,-0.0019616499
2022-03-04,0.0039140135
2022-03-07,-0.0031360954
2022-03-08,-0.0037134145
2022-03-09,-0.00072696677
2022-03-10,0.005032765
2022-03-11,-0.012158869
2022-03-14,-0.018214786
2022-03-15,-0.00040935716
2022-03-16,0.020965753
2022-03-17,0.008894477
2022-03-18,0.0067140297
2022-03-21,0.00036258297
2022-03-22,0.0126039535
2022-03-23,-0.007002268
2022-03-24,0.008503176
2022-03-25,0.0077349753
2022-03-28,0.00035098207
2022-03-29,0.004703967
2022-03-30,0.00442938
2022-03-31,-0.01527203
2022-04-01,0.0036401495
2022-04-04,0.0077804015
2022-04-05,-0.0078464085
2022-04-06,-0.010171902
2022-04-07,0.008778655
2022-04-08,0.004086929
2022-04-11,-0.030542657
2022-04-12,0.0014819847
2022-04-13,0.0069789975
2022-04-14,-0.009786448
2022-04-18,0.00661102
2022-04-19,0.007329196
2022-04-20,0.0028528303
2022-04-21,-0.012566292
2022-04-22,-0.024449741
