,AAPL,JNJ,JPM,MSFT,XOM,CASH
2022-01-04,0.017923025,0.074009776,0.062602974,0.14832678,0.048763417,0.648374
2022-01-05,0.014046683,0.12423312,0.1746034,0.4,0.063382834,0.22373396
2022-01-06,0.014749139,0.11416495,0.35847127,0.4,0.07342076,0.03919388
2022-01-07,0.013551812,0.11981888,0.4,0.4,0.050953753,0.01567556
2022-01-10,0.017398229,0.12276233,0.4,0.4,0.04461578,0.015223662
2022-01-11,0.01603429,0.12208161,0.4,0.4,0.047446426,0.0144376755
2022-01-12,0.012276098,0.12344631,0.4,0.4,0.052467838,0.011809757
2022-01-13,0.016330384,0.11056272,0.4,0.4,0.06266448,0.010442415
2022-01-14,0.018728208,0.097781524,0.4,0.4,0.07362313,0.009867142
2022-01-18,0.020883711,0.076469295,0.4,0.4,0.090161644,0.012485345
2022-01-19,0.026228173,0.06875588,0.4,0.4,0.09328682,0.011729127
2022-01-20,0.03317846,0.06349375,0.4,0.4,0.09238416,0.010943632
2022-01-21,0.03461243,0.062168613,0.4,0.4,0.09331599,0.009902969
2022-01-24,0.05626107,0.05651506,0.4,0.39143586,0.085003495,0.010784507
2022-01-25,0.04202592,0.05410576,0.4,0.4,0.093216695,0.010651625
2022-01-26,0.036432292,0.056927547,0.4,0.4,0.09129402,0.01534614
2022-01-27,0.041626163,0.055600613,0.4,0.4,0.0858078,0.016965425
2022-01-28,0.050154448,0.060617317,0.4,0.39456317,0.07331325,0.021351825
2022-01-31,0.07429324,0.08429442,0.4,0.31063306,0.09698088,0.033798393
2022-02-01,0.12455893,0.114079826,0.4,0.20508619,0.11414875,0.042126305
2022-02-02,0.15265071,0.13225324,0.29832637,0.16837046,0.21567574,0.032723475
2022-02-03,0.23054655,0.16947335,0.27664268,0.077132404,0.20449907,0.04170594
2022-02-04,0.33555108,0.20185973,0.17821111,0.0566889,0.18429461,0.043394554
2022-02-07,0.35604784,0.22567537,0.1347648,0.05829367,0.1889725,0.03624579
2022-02-08,0.4,0.24204063,0.07932019,0.04314091,0.2135011,0.021997167
2022-02-09,0.4,0.20930916,0.057011686,0.047666445,0.25273755,0.033275153
2022-02-10,0.4,0.14707725,0.05369279,0.041982483,0.319722,0.03752548
