,port_ret
2022-01-04,0.0005348983
2022-01-05,-0.018159628
2022-01-06,0.0013340542
2022-01-07,0.006120762
2022-01-10,-0.00021101446
2022-01-11,0.0022710715
2022-01-12,0.0052582747
2022-01-13,-0.018887933
2022-01-14,-0.016687846
2022-01-18,-0.025793385
2022-01-19,-0.006039762
2022-01-20,-0.0063627404
2022-01-21,-0.01636703
2022-01-24,-0.00014908593
2022-01-25,-0.002497686
2022-01-26,0.014468913
2022-01-27,-0.0011510348
2022-01-28,0.01869309
2022-01-31,0.011057526
2022-02-01,0.011452202
2022-02-02,0.0018612465
2022-02-03,-0.011785824
2022-02-04,0.0073505235
2022-02-07,-0.0005896977
2022-02-08,0.004344821
2022-02-09,0.003239243
2022-02-10,-0.015851611
2022-02-11,-0.00073418766
2022-02-14,-0.006998805
2022-02-15,0.0063177776
2022-02-16,0.0012066244
2022-02-17,-0.01375231
2022-02-18,-0.008508644
2022-02-22,-0.007244069
2022-02-23,-0.011825769
2022-02-24,0.012099395
2022-02-25,0.018506382
2022-02-28,-0.0015791011
2022-03-01,-0.007211656
2022-03-02,0.017534183
2022-03-03,0.0015791982
2022-03-04,0.006258022
2022-03-07,0.0048889495
2022-03-08,-0.005314973
2022-03-09,-0.0105008185
2022-03-10,0.0027055996
2022-03-11,-0.00947183
2022-03-14,-0.006897006
2022-03-15,0.013936884
2022-03-16,0.00636257
2022-03-17,0.009542707
2022-03-18,0.006645416
2022-03-21,0.021099627
2022-03-22,0.0074665025
2022-03-23,0.007753686
2022-03-24,0.011607687
2022-03-25,0.01106787
2022-03-28,-0.008019713
2022-03-29,0.006159625
2022-03-30,0.0045623686
2022-03-31,-0.015583493
2022-04-01,0.0020779045
2022-04-04,0.009702044
2022-04-05,-0.010031364
2022-04-06,-0.0027363421
2022-04-07,0.0072359596
2022-04-08,0.0039940844
2022-04-11,-0.027069634
2022-04-12,0.011740435
2022-04-13,0.010222945
2022-04-14,-0.0037629378
2022-04-18,0.0019087887
2022-04-19,0.010733244
2022-04-20,0.0027499432
2022-04-21,-0.011856202
2022-04-22,-0.024043355
2022-04-25,0.009210204
2022-04-26,-0.028587576
2022-04-27,0.0145343775
2022-04-28,0.020243516
2022-04-29,-0.032829516
2022-05-02,0.011256817
2022-05-03,0.010017942
2022-05-04,0.031731732
2022-05-05,-0.033036664
2022-05-06,-0.0031404453
2022-05-09,-0.027158473
2022-05-10,-0.0009048806
2022-05-11,-0.016289575
2022-05-12,-0.0092137195
2022-05-13,0.01652743
2022-05-16,-9.951467e-05
2022-05-17,0.023658616
2022-05-18,-0.029716404
2022-05-19,-0.008766166
2022-05-20,-0.002403491
2022-05-23,0.042097546
2022-05-24,0.0045974012
2022-05-25,0.007984208
2022-05-26,0.013000949
2022-05-27,0.019428862
2022-05-31,-0.0010112559
2022-06-01,-0.0056272955
2022-06-02,0.010359291
2022-06-03,-0.013910697
2022-06-06,-0.0030577648
2022-06-07,0.011855052
2022-06-08,-0.009270739
2022-06-09,-0.021780979
2022-06-10,-0.04073903
2022-06-13,-0.035063636
2022-06-14,-0.0029891497
2022-06-15,0.017165039
2022-06-16,-0.0230782
2022-06-17,-0.00064615434
2022-06-21,0.027204392
2022-06-22,-0.0077491603
2022-06-23,-0.00035481516
2022-06-24,0.020418746
2022-06-27,0.0040251142
2022-06-28,-0.0046602865
2022-06-29,-0.00929715
2022-06-30,-0.019683091
2022-07-01,0.017119575
2022-07-05,-0.005155303
2022-07-06,-0.0030939856
2022-07-07,0.023782335
2022-07-08,0.0021852532
2022-07-11,-0.009010065
2022-07-12,-0.005479797
2022-07-13,-0.000179123
2022-07-14,-0.0010240731
2022-07-15,0.014499037
2022-07-18,-0.002338171
2022-07-19,0.022314811
2022-07-20,0.009888687
2022-07-21,-0.0006696534
2022-07-22,-0.008581015
2022-07-25,0.0072725415
2022-07-26,-0.017557312
2022-07-27,0.036237508
2022-07-28,0.0111828195
2022-07-29,0.013078874
2022-08-01,-0.009879093
2022-08-02,-0.012125802
2022-08-03,0.017727321
2022-08-04,-0.007560673
2022-08-05,0.011668999
2022-08-08,-0.006495337
2022-08-09,0.005729041
2022-08-10,0.023252672
2022-08-11,0.0056303632
2022-08-12,0.01621026
2022-08-15,0.0020214894
2022-08-16,0.0025837342
2022-08-17,-0.0021162503
2022-08-18,-0.0031420183
2022-08-19,-0.016494205
2022-08-22,-0.020005811
2022-08-23,-0.0032863829
2022-08-24,0.00014349347
2022-08-25,0.015570588
