,port_ret
2022-01-04,0.0026720713
2022-01-05,-0.011695963
2022-01-06,-0.003415852
2022-01-07,0.00393035
2022-01-10,-0.00066158065
2022-01-11,0.011248281
2022-01-12,0.004627494
2022-01-13,-0.025647342
2022-01-14,0.008864655
2022-01-18,-0.016766898
2022-01-19,-0.007944583
2022-01-20,-0.0069582444
2022-01-21,-0.014076579
2022-01-24,-0.0018810137
2022-01-25,-0.010438239
2022-01-26,0.010958956
2022-01-27,0.004414437
2022-01-28,0.039933376
2022-01-31,0.015169885
2022-02-01,0.00095248583
2022-02-02,0.009829257
2022-02-03,-0.021280568
2022-02-04,0.005591923
2022-02-07,-0.00766116
2022-02-08,0.006206456
2022-02-09,0.009125566
2022-02-10,-0.018505935
2022-02-11,-0.013898377
2022-02-14,-0.006755654
2022-02-15,0.012519803
2022-02-16,-0.0003331202
2022-02-17,-0.016859356
2022-02-18,-0.00881758
2022-02-22,-0.00717288
2022-02-23,-0.01257732
2022-02-24,0.01005177
2022-02-25,0.027525289
2022-02-28,-0.0048596673
2022-03-01,-0.009348228
2022-03-02,0.015525013
2022-03-03,6.502158e-05
2022-03-04,-0.0060172207
2022-03-07,-0.009914172
2022-03-08,-0.012844491
2022-03-09,0.020471303
2022-03-10,-0.0040423153
2022-03-11,-0.011775117
2022-03-14,-0.0041635945
2022-03-15,0.023849973
2022-03-16,0.021109693
2022-03-17,0.0075683594
2022-03-18,0.010991779
2022-03-21,0.0043635773
2022-03-22,0.008851661
2022-03-23,-0.0071071154
2022-03-24,0.01005761
2022-03-25,0.00551638
2022-03-28,0.009339902
2022-03-29,0.0069646277
2022-03-30,0.002299809
2022-03-31,-0.016042536
2022-04-01,0.0032984246
2022-04-04,0.0054893065
2022-04-05,-0.0049743066
2022-04-06,-0.0061100135
2022-04-07,0.0018982919
2022-04-08,-0.0041557876
2022-04-11,-0.025136355
2022-04-12,-0.0018336455
2022-04-13,0.013180281
2022-04-14,-0.022647474
2022-04-18,0.0014438708
2022-04-19,0.013983115
2022-04-20,0.0015718661
2022-04-21,-0.011035472
2022-04-22,-0.02434702
2022-04-25,0.011165444
2022-04-26,-0.0323013
2022-04-27,0.018581016
2022-04-28,0.029939223
2022-04-29,-0.034996368
2022-05-02,0.011119827
2022-05-03,0.0009729217
2022-05-04,0.02573017
2022-05-05,-0.030491361
2022-05-06,-0.0033689102
2022-05-09,-0.021519993
2022-05-10,0.006004321
2022-05-11,-0.016909316
2022-05-12,-0.005043687
2022-05-13,0.009514401
2022-05-16,0.003644548
2022-05-17,0.01384676
2022-05-18,-0.029573664
2022-05-19,-0.0067278515
2022-05-20,0.006051833
2022-05-23,0.028384343
2022-05-24,0.0038281959
2022-05-25,0.002244568
2022-05-26,0.006950963
2022-05-27,0.01751537
2022-05-31,-0.006530352
2022-06-01,-0.0030036375
2022-06-02,0.0032875193
2022-06-03,-0.008808669
2022-06-06,-0.0022703598
2022-06-07,0.014633426
2022-06-08,-0.0056377607
2022-06-09,-0.020831596
2022-06-10,-0.026506873
2022-06-13,-0.028159263
2022-06-14,-0.0032892064
2022-06-15,0.017258402
2022-06-16,-0.015590377
2022-06-17,0.00085652765
2022-06-21,0.02401348
2022-06-22,0.0028066188
2022-06-23,0.016474422
2022-06-24,0.023704337
2022-06-27,-0.004520571
2022-06-28,-0.023395916
2022-06-29,0.004380794
2022-06-30,-0.008424767
2022-07-01,0.011521162
2022-07-05,0.0009780857
2022-07-06,0.004420599
2022-07-07,0.00853921
2022-07-08,-0.0017515768
2022-07-11,-0.0066364384
2022-07-12,-0.022290224
2022-07-13,-0.0033913644
2022-07-14,-0.0010991873
2022-07-15,0.0154009
2022-07-18,-0.0140956575
2022-07-19,0.0070804767
2022-07-20,0.0033339448
2022-07-21,0.0044417214
2022-07-22,-0.0061742766
2022-07-25,0.0013606854
2022-07-26,-0.009391199
2022-07-27,0.029722448
2022-07-28,0.014724409
2022-07-29,0.0130135175
2022-08-01,-0.008710648
2022-08-02,-0.008396771
2022-08-03,0.013995346
2022-08-04,-0.008911867
2022-08-05,-0.00015736738
2022-08-08,-0.0061403336
2022-08-09,0.004611492
2022-08-10,0.014189617
2022-08-11,-0.008432551
2022-08-12,0.004792411
2022-08-15,0.0022851964
2022-08-16,0.0017594476
2022-08-17,-0.00013817803
2022-08-18,-0.0018967361
2022-08-19,-0.0014361964
2022-08-22,-0.015639184
2022-08-23,-0.0037222055
2022-08-24,-0.0017163653
2022-08-25,0.010443926
2022-08-26,-0.028630987
2022-08-29,-0.008645944
2022-08-30,-0.012255988
2022-08-31,-0.0078000193
2022-09-01,0.0003012714
2022-09-02,-0.011526436
2022-09-06,-0.00811238
2022-09-07,0.011751833
2022-09-08,-0.0012185256
2022-09-09,0.018193394
2022-09-12,0.019889858
2022-09-13,-0.05024933
2022-09-14,0.007542961
2022-09-15,-0.019312283
2022-09-16,-0.0054916376
2022-09-19,0.009872818
2022-09-20,0.0006405033
2022-09-21,-0.017189294
2022-09-22,0.0013395305
2022-09-23,-0.0145937605
2022-09-26,-0.0030041174
2022-09-27,0.000689589
2022-09-28,0.006398282
2022-09-29,-0.02748879
2022-09-30,-0.021992937
2022-10-03,0.030027922
2022-10-04,0.028162774
2022-10-05,0.0031959226
2022-10-06,-0.01075962
2022-10-07,-0.027919967
2022-10-10,-0.010663599
2022-10-11,-0.003879081
2022-10-12,0.0016543565
2022-10-13,0.028694918
2022-10-14,-0.0131690595
2022-10-17,0.026148342
2022-10-18,0.0025764
2022-10-19,-0.00589668
2022-10-20,0.00020847835
2022-10-21,0.024896733
2022-10-24,0.014942248
2022-10-25,0.0052995547
2022-10-26,-0.026432574
2022-10-27,-0.008491266
2022-10-28,0.027895719
2022-10-31,-0.009217809
2022-11-01,-0.008032313
2022-11-02,-0.024303695
2022-11-03,-0.011741564
2022-11-04,0.017789578
2022-11-07,0.016368648
2022-11-08,0.004142831
2022-11-09,-0.01580179
2022-11-10,0.04588549
2022-11-11,-0.002872851
2022-11-14,-0.0035240876
2022-11-15,0.002000213
2022-11-16,0.0022678014
2022-11-17,0.0030627314
2022-11-18,0.002869399
2022-11-21,0.0017443914
2022-11-22,0.010114195
2022-11-23,0.0058532003
2022-11-25,-8.065044e-05
2022-11-28,-0.0130441245
2022-11-29,-0.0036717155
2022-11-30,0.031938072
2022-12-01,-0.0008591669
2022-12-02,-0.00045015663
2022-12-05,-0.012066259
2022-12-06,-0.015384184
2022-12-07,0.00066134124
2022-12-08,0.0069696815
2022-12-09,-0.0074317446
2022-12-12,0.019251835
2022-12-13,0.010504278
2022-12-14,0.00035769702
2022-12-15,-0.02244172
2022-12-16,-0.012452346
2022-12-19,-0.0070083025
2022-12-20,0.003583927
2022-12-21,0.011100342
2022-12-22,-0.014211673
2022-12-23,0.0030689656
2022-12-27,-0.0026156518
2022-12-28,-0.00680176
2022-12-29,0.014670036
2022-12-30,-0.002920344
2023-01-03,0.00086349295
2023-01-04,-0.01187454
2023-01-05,-0.014271962
2023-01-06,0.011879025
2023-01-09,-0.006947327
2023-01-10,0.0037611236
2023-01-11,0.013320929
2023-01-12,0.0037653088
2023-01-13,0.0019558647
2023-01-17,-0.0018179206
2023-01-18,-0.017964857
2023-01-19,-0.007558702
2023-01-20,0.014655878
2023-01-23,0.0039332225
2023-01-24,0.0008633512
2023-01-25,7.242988e-05
2023-01-26,0.01565567
2023-01-27,-0.003103986
2023-01-30,-0.026627475
2023-01-31,0.014902416
2023-02-01,0.010394391
2023-02-02,0.017547036
2023-02-03,-0.009375742
2023-02-06,-0.006003124
2023-02-07,0.021062355
2023-02-08,-0.002586394
2023-02-09,-0.010710469
2023-02-10,0.005755837
2023-02-13,0.01460491
2023-02-14,-0.0018440201
2023-02-15,-0.009416184
2023-02-16,-0.014755138
2023-02-17,-0.0021676428
2023-02-21,-0.016968338
2023-02-22,-0.0035391455
2023-02-23,0.006266185
2023-02-24,-0.013599401
2023-02-27,0.0016047453
2023-02-28,-0.007238991
2023-03-01,-0.0073938426
2023-03-02,0.0073985592
2023-03-03,0.014253179
2023-03-06,0.007714474
2023-03-07,-0.01176932
2023-03-08,-0.004534598
2023-03-09,-0.011342286
2023-03-10,-0.005300081
2023-03-13,0.011255427
2023-03-14,0.015849488
2023-03-15,0.0018955183
2023-03-16,0.017584413
2023-03-17,-0.003604059
2023-03-20,-0.003122219
2023-03-21,0.007760494
2023-03-22,-0.013338723
2023-03-23,0.0075582243
2023-03-24,0.00815201
2023-03-27,-0.002415998
2023-03-28,-0.004842522
2023-03-29,0.014372111
2023-03-30,0.0063776732
2023-03-31,0.011843173
2023-04-03,0.007561574
2023-04-04,0.0029043902
2023-04-05,0.009173674
2023-04-06,0.010255007
2023-04-10,-0.010165702
2023-04-11,-0.011317914
