,AAPL,JNJ,JPM,MSFT,XOM,CASH
2022-01-04,0.10505309,0.03833571,0.007632212,0.009724621,0.0264434,0.81281096
2022-01-05,0.14790215,0.06582418,0.011005902,0.025523277,0.029103637,0.72064084
2022-01-06,0.13919817,0.11253969,0.010449238,0.03916439,0.03744449,0.66120404
2022-01-07,0.13103987,0.1668285,0.011425802,0.044926666,0.029736992,0.6160422
2022-01-10,0.11832226,0.37275848,0.0061844885,0.05148068,0.016894942,0.43435916
2022-01-11,0.14621697,0.4,0.016873697,0.1771756,0.030289972,0.22944374
2022-01-12,0.08238102,0.4,0.011487153,0.3654818,0.015045892,0.12560415
2022-01-13,0.11308533,0.4,0.0265516,0.4,0.019660003,0.04070307
2022-01-14,0.11882426,0.4,0.039299183,0.4,0.02334593,0.018530633
2022-01-18,0.1153651,0.4,0.033670444,0.4,0.026493702,0.024470752
2022-01-19,0.11380006,0.4,0.035047177,0.4,0.03162493,0.019527838
2022-01-20,0.12124527,0.4,0.03104878,0.4,0.03185231,0.01585364
2022-01-21,0.11821348,0.4,0.034089647,0.4,0.033453606,0.014243262
2022-01-24,0.12706852,0.4,0.030921731,0.4,0.03102797,0.010981781
2022-01-25,0.111950345,0.4,0.039541993,0.4,0.037908297,0.010599363
2022-01-26,0.109464295,0.4,0.043905698,0.4,0.03739931,0.009230699
2022-01-27,0.103038915,0.4,0.04880573,0.4,0.038550083,0.009605272
2022-01-28,0.09687858,0.4,0.05631521,0.4,0.03712796,0.00967825
2022-01-31,0.107087284,0.4,0.033693913,0.4,0.033332203,0.025886605
2022-02-01,0.115239665,0.4,0.032686166,0.4,0.029421674,0.022652492
2022-02-02,0.13608864,0.4,0.0237821,0.4,0.02341873,0.016710527
2022-02-03,0.12940298,0.4,0.033298057,0.4,0.02121568,0.016083285
2022-02-04,0.12231864,0.4,0.042179473,0.4,0.025941404,0.009560484
2022-02-07,0.1213967,0.4,0.047413103,0.4,0.02244598,0.008744217
2022-02-08,0.1425952,0.4,0.031128127,0.4,0.01876364,0.007513036
2022-02-09,0.12123743,0.4,0.046198264,0.4,0.02409217,0.008472137
2022-02-10,0.11394605,0.4,0.056252122,0.4,0.021352975,0.008448853
2022-02-11,0.108075775,0.4,0.06254123,0.4,0.023483466,0.005899531
2022-02-14,0.093945265,0.4,0.07067804,0.4,0.028100155,0.007276535
2022-02-15,0.08642734,0.4,0.06521819,0.4,0.03856134,0.009793142
2022-02-16,0.08621346,0.4,0.06278299,0.4,0.03675638,0.014247168
2022-02-17,0.085820206,0.4,0.066976964,0.4,0.03484697,0.012355865
2022-02-18,0.08414728,0.4,0.065350085,0.4,0.03979706,0.010705578
2022-02-22,0.07063636,0.4,0.073511586,0.4,0.04401733,0.011834727
2022-02-23,0.058285914,0.4,0.083891936,0.4,0.045700207,0.012121939
2022-02-24,0.051063098,0.4,0.077086285,0.4,0.060178835,0.011671784
2022-02-25,0.055786625,0.4,0.056243893,0.4,0.0692395,0.018729983
2022-02-28,0.051351298,0.4,0.06540242,0.4,0.056748606,0.026497679
2022-03-01,0.07196585,0.4,0.06388887,0.4,0.0494307,0.01471458
2022-03-02,0.056815356,0.4,0.07450287,0.4,0.051880162,0.016801614
2022-03-03,0.08991844,0.4,0.047620587,0.4,0.047606915,0.014854052
2022-03-04,0.09870132,0.4,0.05037424,0.4,0.039875884,0.011048555
2022-03-07,0.09641403,0.4,0.04968936,0.4,0.04546429,0.008432323
2022-03-08,0.10165858,0.4,0.0453275,0.4,0.043630976,0.009382941
2022-03-09,0.093147226,0.4,0.06229938,0.4,0.037515987,0.0070374045
2022-03-10,0.09766251,0.4,0.044339776,0.4,0.04436931,0.013628404
2022-03-11,0.095949076,0.4,0.047794398,0.4,0.0462175,0.01003902
2022-03-14,0.08317777,0.4,0.056400657,0.4,0.05109897,0.009322612
2022-03-15,0.07085811,0.4,0.065859415,0.4,0.054504808,0.008777658
2022-03-16,0.05827495,0.4,0.06371642,0.4,0.06409721,0.013911414
2022-03-17,0.06020582,0.4,0.07725793,0.4,0.051872738,0.010663514
2022-03-18,0.06079603,0.4,0.09323331,0.4,0.038625907,0.00734475
2022-03-21,0.053309172,0.4,0.1023416,0.4,0.035087433,0.009261796
2022-03-22,0.061512977,0.4,0.09545,0.4,0.033838976,0.009198052
