,AAPL,MSFT,JPM,XOM,JNJ,NVDA,ORCL,GOOGL,VZ,DIS,AMZN,HD,MCD,NKE,PG,KO,WMT,UNH,PFE,MRK,BAC,GS,CAT,HON,UPS,CVX,SHW,NEE,AMT,EWJ,CASH
2022-01-21,0.02883151,0.011283498,0.026859865,0.0232355,0.045152344,0.020521935,0.041467607,0.059185922,0.05942213,0.057993058,0.048882883,0.013560081,0.06666667,0.019569911,0.008186586,0.0338238,0.056625202,0.028143892,0.013347471,0.015507345,0.0262366,0.046732068,0.025483204,0.051281963,0.06666667,0.021438288,0.015866198,0.023316925,0.015940538,0.013543152,0.015227193
2022-01-24,0.02684098,0.011858602,0.029183839,0.023455743,0.047229603,0.018506676,0.043576013,0.055205956,0.054339822,0.048098918,0.051964074,0.016411819,0.06423928,0.023916332,0.008610297,0.035169624,0.057726696,0.029777905,0.014481226,0.016228616,0.026530756,0.04861433,0.025883537,0.045412187,0.0614283,0.022628846,0.016366674,0.02521008,0.01859051,0.015624364,0.016888395
2022-01-25,0.023114389,0.01252653,0.030103855,0.024212103,0.05033272,0.02087462,0.049084213,0.060158834,0.051153526,0.038436383,0.05430405,0.018323984,0.06328232,0.029171145,0.009153676,0.034567006,0.056077275,0.028907696,0.014020417,0.017181726,0.025169931,0.05282244,0.026483452,0.04318199,0.04944532,0.021822823,0.015753789,0.028564002,0.019079091,0.016930616,0.015760075
2022-01-26,0.025843674,0.01093718,0.03426506,0.02440581,0.053109486,0.026909856,0.048650496,0.06005835,0.05713436,0.03868954,0.05234615,0.017579343,0.060614057,0.032103382,0.008664822,0.030197876,0.049347762,0.02899913,0.012014057,0.01598057,0.024292871,0.056170594,0.021078397,0.04727284,0.055459313,0.020549249,0.01345216,0.02646966,0.016115623,0.0148895765,0.016398761
2022-01-27,0.024513898,0.0096672475,0.030494742,0.022158343,0.057891034,0.02759358,0.055675127,0.054230206,0.065717556,0.04025864,0.04839811,0.016997801,0.06666667,0.029393818,0.0090659885,0.023782888,0.042820286,0.029930463,0.0118284505,0.014037013,0.027197072,0.06361847,0.019500786,0.04998249,0.04450325,0.020271704,0.013728599,0.027649686,0.016122997,0.019229123,0.017073968
2022-01-28,0.025023488,0.01035471,0.028044883,0.021271281,0.05068286,0.03336018,0.052278753,0.051599078,0.06461289,0.03972798,0.04802164,0.017542442,0.06666667,0.032497045,0.010339356,0.019624967,0.04505712,0.03074017,0.011286879,0.013541194,0.027207445,0.06311053,0.015842862,0.053676564,0.056730088,0.020265877,0.013479039,0.025574155,0.015503173,0.018081695,0.018254993
2022-01-31,0.021954356,0.01212157,0.028506655,0.024950948,0.03223606,0.048377637,0.048201587,0.039469857,0.034216814,0.019423846,0.06666667,0.01816794,0.06666667,0.037474018,0.019683259,0.025658472,0.06391474,0.038322978,0.010709054,0.011707021,0.024671976,0.052942097,0.018234454,0.050476696,0.06666667,0.0168214,0.017507883,0.028275484,0.026693378,0.016643336,0.012636482
2022-02-01,0.022430155,0.016174152,0.032467782,0.028104184,0.026516939,0.054205097,0.046526164,0.04283286,0.029840043,0.017426834,0.06419103,0.02024734,0.06666667,0.03262045,0.023247777,0.030778939,0.06666667,0.034935527,0.012264894,0.014416527,0.024380201,0.048031803,0.018585915,0.047790546,0.06452146,0.015142292,0.018340059,0.02801677,0.023485798,0.015621442,0.0135236895
2022-02-02,0.022084715,0.013446048,0.03418748,0.03174278,0.032181203,0.0416208,0.052850824,0.058134828,0.033921164,0.01793545,0.0625559,0.02045767,0.06666667,0.03368974,0.019570231,0.02980557,0.06195632,0.031899262,0.012412458,0.017208368,0.028703742,0.052886944,0.016784986,0.04350149,0.05576863,0.013240352,0.016403655,0.028284872,0.020125384,0.012879702,0.017092757
2022-02-03,0.020823026,0.014798473,0.036404606,0.040281273,0.027170014,0.045340262,0.034017663,0.06666667,0.029758679,0.017111225,0.056272533,0.025897175,0.06498757,0.03461171,0.027233317,0.036051113,0.06660194,0.03190444,0.013610306,0.020910967,0.024423646,0.0478364,0.02080497,0.038108602,0.048332326,0.013509261,0.01865706,0.029799884,0.018745054,0.013310062,0.01601977
2022-02-04,0.014516577,0.01522088,0.031508222,0.03355721,0.042223625,0.031110518,0.030216906,0.06666667,0.033609238,0.016898658,0.04444718,0.034718506,0.041509178,0.0606727,0.024701037,0.033118904,0.06666667,0.03348177,0.02286574,0.021872066,0.02249649,0.04042495,0.035446092,0.02703589,0.037325084,0.019121464,0.02211333,0.039508272,0.024724256,0.017147455,0.015074472
2022-02-07,0.01188474,0.014534345,0.03439228,0.029859547,0.03964376,0.044850897,0.03612302,0.06666667,0.04234455,0.018168265,0.044363234,0.036926407,0.039002784,0.061583377,0.025562314,0.025629053,0.05845531,0.030577354,0.02102552,0.018833544,0.024878144,0.041877195,0.038284548,0.022173697,0.02784182,0.022706954,0.019092336,0.047448866,0.019150779,0.016291894,0.019826796
2022-02-08,0.013259409,0.013012562,0.033444602,0.029297924,0.046158727,0.042336904,0.04342499,0.06666667,0.047861643,0.02063439,0.041847862,0.0342755,0.03824676,0.06076038,0.02135461,0.024899272,0.050353955,0.028208848,0.021791048,0.018029608,0.026533999,0.04119543,0.040063336,0.022407789,0.026524607,0.023829233,0.018649038,0.048656054,0.019073905,0.016031276,0.021169674
2022-02-09,0.012225538,0.017836204,0.030633448,0.026760677,0.044263903,0.04435457,0.039646227,0.06666667,0.04117968,0.020725219,0.04029129,0.03420528,0.041743916,0.04913558,0.025492745,0.02733682,0.046203673,0.027965754,0.026731862,0.019628702,0.024625964,0.034811787,0.052228417,0.023689264,0.024019431,0.023538712,0.023679625,0.05149618,0.02238789,0.017629942,0.018865034
2022-02-10,0.011478131,0.021348083,0.031059366,0.026644256,0.041227274,0.043211386,0.040860754,0.06666667,0.037157077,0.021710368,0.03440042,0.03490134,0.036245782,0.052513953,0.028434869,0.024123378,0.04361661,0.026135929,0.029184712,0.023052862,0.027198005,0.030946517,0.050635982,0.021801183,0.020868642,0.026216816,0.024006624,0.057139035,0.024257349,0.019380296,0.023576338
2022-02-11,0.010460733,0.015848208,0.022469155,0.024219884,0.05228366,0.032094385,0.061152175,0.06666667,0.038373828,0.022391133,0.024797015,0.032072477,0.035105743,0.063970886,0.021776607,0.017472481,0.03869034,0.032917082,0.030829493,0.017744109,0.02624784,0.031567186,0.047759563,0.021982664,0.015761541,0.0291393,0.028750362,0.060100302,0.031654812,0.027303245,0.018397123
2022-02-14,0.011039723,0.019899858,0.020636976,0.01948257,0.0647163,0.032966398,0.06258336,0.06666667,0.045418974,0.028286956,0.020903463,0.030711241,0.03840329,0.057188433,0.016777813,0.015044141,0.036222894,0.028738447,0.033604242,0.020124154,0.026432713,0.030974066,0.046254314,0.0246553,0.016642615,0.02842725,0.027148575,0.05874648,0.025775138,0.026975702,0.01855195
2022-02-15,0.011060187,0.017441258,0.017802192,0.0201979,0.057531465,0.026931327,0.06666667,0.06666667,0.03884885,0.025698515,0.023327734,0.026579326,0.04672305,0.052028295,0.018389368,0.01522413,0.042255875,0.033473462,0.031810153,0.017282715,0.028951226,0.029729463,0.044551563,0.026831044,0.018549182,0.026452037,0.030852718,0.056345753,0.034219075,0.030727955,0.01685085
2022-02-16,0.014499718,0.016668594,0.018308107,0.023122102,0.04920096,0.02569394,0.06666667,0.058152616,0.038536277,0.02879525,0.027694648,0.023518829,0.05793383,0.043335654,0.020740667,0.015853027,0.04626343,0.03695477,0.026605628,0.01694855,0.03250926,0.034018375,0.031643473,0.03285797,0.024095325,0.024557305,0.030260878,0.048048347,0.03719631,0.030061278,0.019258222
2022-02-17,0.015792,0.01640247,0.017423887,0.024791956,0.04842003,0.026205482,0.06666667,0.0641883,0.038634982,0.030156424,0.025843784,0.024808928,0.057571884,0.043932136,0.02029604,0.015616222,0.04639696,0.035934914,0.02682277,0.017824357,0.03232741,0.033035178,0.029565312,0.032357223,0.024353905,0.024944715,0.030286463,0.046458386,0.03457431,0.030291628,0.01807527
2022-02-18,0.015460758,0.015210527,0.015154381,0.02446064,0.05064792,0.022509223,0.06666667,0.06666667,0.031919744,0.026237158,0.023244837,0.0275224,0.04903189,0.05557928,0.01605495,0.017627837,0.053715717,0.045921553,0.02826217,0.0164288,0.023962617,0.036099117,0.030010039,0.03812013,0.02696354,0.022913234,0.033452857,0.03990224,0.038336486,0.029324997,0.012591619
2022-02-22,0.015850224,0.01037894,0.016543822,0.02739351,0.046076372,0.017710546,0.06484419,0.06666667,0.03370285,0.024980133,0.031076007,0.026185364,0.04326175,0.055727344,0.016227577,0.020236326,0.062956646,0.050670233,0.022623109,0.014059938,0.025473764,0.03800659,0.03086687,0.03653979,0.031606097,0.023672646,0.030569209,0.037611764,0.04075877,0.025372706,0.012350245
2022-02-23,0.014919977,0.008775846,0.020579323,0.026462777,0.05017814,0.0133682,0.06666667,0.06666667,0.03622887,0.02842403,0.035947528,0.025089277,0.05040817,0.040581364,0.0120577365,0.02429389,0.05455161,0.045779303,0.024187174,0.014743303,0.03449972,0.034565587,0.039974645,0.03440172,0.028192658,0.024842897,0.028969241,0.04105401,0.038076613,0.021727603,0.013785458
2022-02-24,0.01722198,0.008572143,0.020116117,0.02254124,0.06213744,0.013060616,0.06666667,0.06666667,0.041911315,0.034442857,0.031909738,0.022358108,0.049801305,0.040615294,0.009140421,0.022656037,0.046119556,0.04322337,0.024508813,0.013634754,0.034633283,0.035000637,0.039820053,0.033991616,0.030302301,0.027867926,0.025830097,0.03998638,0.03928991,0.022276131,0.013697227
2022-02-25,0.015951889,0.008759148,0.01901863,0.021916632,0.051318362,0.012878342,0.06666667,0.05667407,0.038010627,0.032864477,0.035038266,0.020632576,0.06527438,0.031519894,0.009953292,0.021938223,0.03940733,0.0415523,0.024525523,0.013423446,0.042372502,0.03628394,0.04052499,0.03687298,0.025036296,0.028258856,0.025966229,0.047441635,0.04674875,0.027867815,0.0153019205
2022-02-28,0.01697422,0.010203216,0.028275143,0.031841394,0.029876672,0.017411526,0.06386443,0.060464848,0.03364882,0.030753339,0.04409521,0.025633423,0.06666667,0.027505338,0.01592508,0.024537573,0.06491119,0.041618485,0.018529402,0.017532969,0.047617722,0.03277188,0.02809439,0.04170158,0.042085223,0.021211397,0.023536444,0.031499512,0.025390754,0.016194826,0.019627327
2022-03-01,0.023292428,0.01277188,0.02639296,0.027413156,0.035490233,0.018987479,0.057481218,0.0638603,0.047744796,0.044084344,0.035220407,0.02456412,0.06666667,0.025100257,0.014992654,0.019742751,0.046911586,0.034559097,0.021082949,0.02009335,0.04769717,0.03679838,0.02398362,0.039906096,0.03901156,0.025029983,0.02046138,0.0337331,0.021463351,0.018982686,0.026480045
2022-03-02,0.026383106,0.013756422,0.026168993,0.02553487,0.037404645,0.023281984,0.042095307,0.06666667,0.058564104,0.053862225,0.033942718,0.024760172,0.058670137,0.025728576,0.014515395,0.019253366,0.039243996,0.032019444,0.020406742,0.020903697,0.03695494,0.042934794,0.024707668,0.042068265,0.041062985,0.028868165,0.017677158,0.036058173,0.02009897,0.019758685,0.02664764
2022-03-03,0.02511017,0.01267546,0.033389203,0.030707652,0.029925603,0.030013967,0.033936627,0.05733341,0.06666667,0.06131094,0.045764804,0.023293389,0.055433318,0.021036005,0.017812002,0.019452948,0.04186227,0.027941585,0.014580033,0.021805886,0.03772559,0.048526853,0.022641204,0.041426443,0.04140832,0.028183345,0.013676672,0.034737296,0.013424869,0.015740952,0.032456517
2022-03-04,0.0289981,0.016985193,0.034937065,0.031895194,0.033466566,0.030823726,0.02326635,0.06666667,0.06666667,0.06666667,0.036634434,0.025173465,0.045606032,0.018985905,0.016910834,0.02170839,0.03745972,0.024424655,0.019263353,0.030319292,0.032988682,0.04234275,0.026764758,0.042645495,0.042371795,0.029702242,0.013641851,0.035335798,0.011118862,0.014668834,0.031560652
2022-03-07,0.033965625,0.020032568,0.039652627,0.031756055,0.03329172,0.03211862,0.01834215,0.06666667,0.06666667,0.06666667,0.03344293,0.025570303,0.046731807,0.014493068,0.014892009,0.022931935,0.031029865,0.019604908,0.022671275,0.041885387,0.034916457,0.035611913,0.030235274,0.04444653,0.044941895,0.029325843,0.012428929,0.033946473,0.00819801,0.012900145,0.030635675
2022-03-08,0.032706875,0.025572615,0.040323276,0.026940105,0.037230756,0.03299621,0.018015891,0.06666667,0.06666667,0.06666667,0.025872402,0.026961703,0.05271292,0.012250812,0.014882417,0.017978203,0.026875911,0.017343054,0.027522774,0.054175567,0.034703687,0.03158517,0.03159423,0.04508972,0.034049436,0.027581448,0.012193028,0.037154187,0.0061822343,0.016635735,0.03286963
2022-03-09,0.030720504,0.020273495,0.041156717,0.024465712,0.04225718,0.032237347,0.024341106,0.06666667,0.06666667,0.06666667,0.028630434,0.023021227,0.06666667,0.008891263,0.011587541,0.015224276,0.02221178,0.0153715825,0.021529589,0.053069226,0.041490667,0.03971111,0.027571492,0.05015963,0.025646256,0.025609478,0.010585753,0.039456047,0.0048056426,0.017903127,0.035405155
2022-03-10,0.025039293,0.02034971,0.036662485,0.026758485,0.033255633,0.03206232,0.018636813,0.05982946,0.06666667,0.06666667,0.032368924,0.025116729,0.06666667,0.008351248,0.016809413,0.016485207,0.02640698,0.018968202,0.02221202,0.04811515,0.040456064,0.040075526,0.029542726,0.048605412,0.025792392,0.027825952,0.012434087,0.04163021,0.0066147014,0.019867983,0.039726883
2022-03-11,0.026908329,0.023749633,0.036633693,0.027688509,0.039312042,0.041564405,0.01647311,0.060156237,0.06666667,0.06666667,0.025717694,0.032449905,0.055343196,0.009723779,0.013587435,0.017063325,0.019176638,0.01665216,0.02333127,0.053303447,0.032559007,0.046660908,0.027101763,0.04827565,0.020542221,0.031838104,0.011932334,0.042257108,0.005998351,0.021043628,0.03962279
2022-03-14,0.026393149,0.018643767,0.038204897,0.031536683,0.03911023,0.036733903,0.018663213,0.054075386,0.06666667,0.06666667,0.025140574,0.033996046,0.0453989,0.010584376,0.01229865,0.017880388,0.01616959,0.017507004,0.02336773,0.051107783,0.034095384,0.048264977,0.029590977,0.04905415,0.019025564,0.038745694,0.013084928,0.04363781,0.007439061,0.023534376,0.043381486
2022-03-15,0.02500951,0.016770553,0.03666184,0.035644412,0.039704226,0.02991594,0.018622704,0.050763525,0.06666667,0.06666667,0.02427345,0.039633907,0.03563745,0.011982069,0.013504645,0.020122599,0.017988384,0.022102315,0.026087943,0.04704197,0.03224215,0.047172606,0.033073213,0.051781535,0.018950947,0.040505532,0.016617393,0.040230162,0.009153344,0.025369843,0.040102497
2022-03-16,0.019963313,0.019806474,0.033787142,0.04142662,0.026544927,0.025588915,0.017545354,0.04042111,0.059935685,0.06666667,0.026429163,0.04489422,0.029156161,0.0123740025,0.022568706,0.024065534,0.021071274,0.027458265,0.030229433,0.046487596,0.031384483,0.03723575,0.038966615,0.05455285,0.020448485,0.037797194,0.025057115,0.039557617,0.014452313,0.026009524,0.038117494
2022-03-17,0.018860431,0.020167368,0.032359503,0.03922113,0.030131366,0.028724073,0.020980295,0.037646588,0.0603653,0.06666667,0.023439962,0.046649896,0.026497055,0.014699264,0.02129777,0.022901477,0.016474076,0.02791947,0.033680405,0.04284774,0.03164766,0.03959434,0.03902784,0.045392495,0.015178713,0.042044766,0.02632482,0.044772256,0.01669567,0.028143853,0.03964775
2022-03-18,0.019646661,0.023881229,0.028232364,0.040322207,0.0332635,0.034825448,0.018972134,0.04010557,0.05608529,0.06666667,0.018866375,0.05224811,0.023593655,0.018237822,0.0212966,0.022129454,0.014835983,0.026587315,0.036391854,0.045172498,0.028737616,0.039938834,0.034614768,0.044349026,0.0151243135,0.043428224,0.028561847,0.042419784,0.016809681,0.028471055,0.036184125
2022-03-21,0.021775486,0.023487506,0.022535853,0.0387284,0.03620536,0.039778158,0.021955129,0.034977537,0.055231176,0.06666667,0.015739737,0.05351297,0.02165047,0.024740677,0.022673085,0.01934318,0.013498331,0.0290763,0.03390342,0.036081024,0.025096228,0.051889002,0.026010985,0.042083386,0.013019986,0.046493914,0.029969057,0.041582562,0.020511433,0.036777653,0.03500532
2022-03-22,0.023284968,0.021128433,0.022461606,0.038633764,0.03968936,0.04711838,0.022718422,0.03774365,0.065364845,0.06666667,0.016975079,0.050163582,0.025414031,0.025403654,0.02013874,0.01891136,0.014374059,0.026063569,0.029394718,0.0332162,0.025491616,0.05779413,0.022810074,0.041306954,0.014361873,0.044848684,0.025423156,0.04116461,0.017070511,0.03284471,0.032018587
2022-03-23,0.019691762,0.023354094,0.022044288,0.037947036,0.039325614,0.043361355,0.028596647,0.042068616,0.054399136,0.061688207,0.016742725,0.049631394,0.024752341,0.028024206,0.023580877,0.019930527,0.016870957,0.028852785,0.033149548,0.030985454,0.027207695,0.051095005,0.02655152,0.03641833,0.013514006,0.04368397,0.030121928,0.041505154,0.02071746,0.033481404,0.030705964
2022-03-24,0.023339964,0.026429823,0.019605128,0.03373575,0.047194034,0.044256546,0.0279201,0.04622104,0.06322256,0.06666667,0.015284753,0.04976751,0.024980655,0.029194824,0.01852679,0.01894813,0.015777143,0.02254071,0.033450317,0.0331297,0.029243475,0.050084706,0.023148153,0.032867152,0.015491864,0.044553652,0.025657315,0.040625397,0.017657313,0.029198855,0.031279974
2022-03-25,0.025765808,0.024917314,0.023452945,0.038934477,0.039077893,0.043114297,0.03048367,0.03990623,0.061271254,0.06666667,0.020734668,0.04502385,0.030801374,0.022855021,0.021254243,0.023923581,0.019234212,0.021373538,0.029968718,0.033084046,0.036600526,0.04752572,0.02374287,0.03661581,0.019598821,0.037950676,0.024331365,0.03835996,0.017209727,0.023379218,0.032841507
2022-03-28,0.02617057,0.023310758,0.026480295,0.047238365,0.036254223,0.044089284,0.0314393,0.04266298,0.055908944,0.06666667,0.023845352,0.043481335,0.03391655,0.019570379,0.019290097,0.03142152,0.022581987,0.020415569,0.02981438,0.034389943,0.039021425,0.040676266,0.02657669,0.038731825,0.02253221,0.033008706,0.024530258,0.034551714,0.01526619,0.017781768,0.028374447
2022-03-29,0.024337968,0.020574998,0.026156763,0.057669483,0.03164741,0.036762815,0.03052695,0.039980613,0.040038597,0.05379289,0.02689047,0.04704166,0.029449042,0.023111127,0.022807598,0.037151765,0.02525456,0.024167288,0.03283913,0.032387648,0.041701272,0.034834765,0.0308417,0.039103642,0.025384847,0.03289585,0.029074823,0.036086563,0.023036303,0.017828627,0.026622841
2022-03-30,0.025634073,0.019772127,0.025527459,0.064531825,0.028209355,0.03109076,0.034560658,0.03843415,0.028388618,0.042372312,0.02776479,0.044646993,0.029040083,0.024926351,0.025130471,0.043320823,0.02905649,0.026948689,0.033535484,0.031930752,0.044275932,0.030928154,0.030729724,0.039480057,0.028441625,0.031463005,0.034591608,0.032973874,0.031065803,0.01825206,0.022975892
2022-03-31,0.026720231,0.022233069,0.028073605,0.06050777,0.03045815,0.03195652,0.029238446,0.04379093,0.03143375,0.050645504,0.026538527,0.048338488,0.032065865,0.02158446,0.019407943,0.046951175,0.029237246,0.023793194,0.033835676,0.037547898,0.041532855,0.031257156,0.02970716,0.04137995,0.030449817,0.030996135,0.030815247,0.029417478,0.0231036,0.015862858,0.02111929
2022-04-01,0.029146606,0.019139862,0.025720485,0.05538217,0.0354424,0.024545254,0.032975532,0.04419811,0.029734049,0.054906424,0.024715696,0.044697862,0.03122608,0.021093842,0.013569988,0.051807027,0.023155192,0.023489691,0.036696427,0.03650096,0.042940162,0.031113138,0.034380384,0.042512305,0.028588863,0.033768535,0.03086207,0.03251605,0.028264938,0.017488327,0.01942157
2022-04-04,0.028873784,0.02111423,0.029742576,0.053308055,0.026200509,0.02733117,0.030389437,0.047941424,0.022911035,0.048807215,0.028287642,0.041120697,0.037773587,0.018781085,0.016709585,0.054350525,0.030425468,0.026914008,0.03234069,0.036751628,0.040846672,0.028011395,0.034611665,0.04769076,0.03873458,0.029692,0.03212924,0.0291194,0.026932146,0.015577501,0.016580295
2022-04-05,0.033014696,0.022846777,0.030567093,0.052690934,0.024120731,0.03008521,0.028932128,0.04038869,0.020976162,0.047665186,0.031054206,0.03673367,0.03922041,0.01723758,0.017870447,0.06184919,0.030302435,0.026656376,0.029091064,0.034174778,0.0366061,0.02923981,0.034272052,0.049051616,0.041132346,0.030540979,0.031466328,0.028447539,0.031004073,0.016838336,0.015923066
2022-04-06,0.03752696,0.026740452,0.030727599,0.047754463,0.026030341,0.029776817,0.02522162,0.04230128,0.019659812,0.05052441,0.026030008,0.037451394,0.035155706,0.019289453,0.015124756,0.06125719,0.02644785,0.028162908,0.03442972,0.03377916,0.030532803,0.026730115,0.0336616,0.04816951,0.04496542,0.034279265,0.03178475,0.027364122,0.03564633,0.018659072,0.014815123
2022-04-07,0.043193996,0.027232766,0.034558605,0.051020462,0.024264188,0.028887523,0.021413548,0.04572533,0.019495912,0.05438917,0.027649838,0.03633867,0.03620704,0.01719339,0.014950615,0.0586275,0.030315502,0.026168605,0.031775195,0.037090372,0.032334436,0.021905636,0.030334877,0.053443287,0.062009033,0.029374288,0.028889796,0.021823853,0.025764786,0.013951389,0.01367039
2022-04-08,0.04665929,0.02277945,0.038573377,0.056284044,0.020799918,0.031046335,0.020993087,0.046457738,0.021890387,0.047988497,0.03586406,0.037772138,0.036114614,0.017340874,0.017790325,0.05670048,0.038271982,0.026338462,0.023504784,0.034337606,0.033480242,0.026093286,0.024515206,0.054855,0.06666667,0.02693044,0.023495015,0.018319653,0.020323694,0.012509847,0.015303506
2022-04-11,0.04086686,0.023923222,0.04219837,0.052342605,0.02313582,0.029107036,0.018540876,0.05869815,0.02443936,0.046629664,0.036221832,0.03790817,0.030864142,0.018378844,0.018863136,0.0544311,0.0461089,0.027594456,0.02446462,0.035241883,0.028986817,0.024745833,0.028356723,0.05063954,0.06666667,0.026243445,0.022564605,0.01706107,0.017350186,0.01188802,0.015538041
2022-04-12,0.032005493,0.023419458,0.036663167,0.047853693,0.030084206,0.020210346,0.021595964,0.06601529,0.021389082,0.0398737,0.031422503,0.039069675,0.028520253,0.022690786,0.018168766,0.05123961,0.050469015,0.032416455,0.03305956,0.0332282,0.030281395,0.017777164,0.04157624,0.043177493,0.06037277,0.027018845,0.02996167,0.019931985,0.023737885,0.013938416,0.012830911
2022-04-13,0.028560283,0.020996511,0.036737632,0.03941529,0.03337622,0.021964855,0.02799804,0.055322114,0.022702588,0.03841126,0.038397733,0.030516122,0.03722357,0.023372056,0.016529398,0.047105905,0.06179484,0.03575336,0.027814465,0.024602262,0.029602258,0.020552427,0.042024486,0.048283704,0.06666667,0.025987837,0.029626654,0.01849218,0.025537893,0.013757664,0.010873735
2022-04-14,0.0319638,0.0249733,0.035644796,0.03850377,0.028974377,0.031678364,0.026034074,0.04086146,0.020461269,0.037048828,0.044817522,0.029199727,0.04665058,0.023488924,0.016620114,0.051980413,0.06666667,0.03484043,0.021723377,0.023520503,0.026079765,0.026550036,0.03144411,0.058344487,0.06666667,0.023523577,0.02893141,0.01611402,0.024285764,0.012562261,0.009845614
