,AAPL,JNJ,JPM,MSFT,XOM,CASH
2022-01-04,0.079644695,0.071942605,0.18101174,0.08763323,0.3211207,0.25864702
2022-01-05,0.079667434,0.072942555,0.24963643,0.16817284,0.4,0.029580744
2022-01-06,0.09531413,0.058367074,0.39766744,0.1688905,0.26117676,0.0185841
2022-01-07,0.09409283,0.07701257,0.4,0.27052337,0.14374568,0.014625556
2022-01-10,0.06620954,0.09494594,0.4,0.38791692,0.03917872,0.011748874
2022-01-11,0.04816916,0.12032624,0.4,0.4,0.02199957,0.009505022
2022-01-12,0.022859724,0.15125062,0.4,0.4,0.016234087,0.009655574
2022-01-13,0.021671595,0.2319371,0.31165627,0.4,0.026786566,0.007948472
2022-01-14,0.024724925,0.32692498,0.19771704,0.4,0.0421094,0.008523667
2022-01-18,0.06487016,0.4,0.06042367,0.4,0.06527307,0.009433104
2022-01-19,0.09574309,0.4,0.0261491,0.4,0.06844178,0.00966603
2022-01-20,0.10009547,0.4,0.0225352,0.4,0.067212105,0.010157224
2022-01-21,0.09734804,0.4,0.022355318,0.4,0.0700674,0.010229249
2022-01-24,0.099849835,0.4,0.021173865,0.4,0.06745378,0.011522525
2022-01-25,0.094361104,0.4,0.020146927,0.4,0.0745636,0.010928371
2022-01-26,0.11115909,0.4,0.033292647,0.4,0.043904353,0.011643905
2022-01-27,0.11759374,0.4,0.038540762,0.4,0.032801963,0.011063537
2022-01-28,0.1285006,0.4,0.043050975,0.4,0.016379068,0.012069356
2022-01-31,0.14947508,0.4,0.024381593,0.4,0.018264562,0.007878756
2022-02-01,0.15264644,0.4,0.02388998,0.4,0.016713582,0.0067500053
2022-02-02,0.14463189,0.4,0.029795643,0.4,0.02034589,0.005226573
2022-02-03,0.14744356,0.4,0.032293376,0.4,0.015378793,0.004884267
2022-02-04,0.14186577,0.4,0.039443973,0.4,0.012417309,0.006272946
2022-02-07,0.12597576,0.4,0.04879752,0.4,0.019775514,0.0054512043
2022-02-08,0.11694211,0.4,0.055813752,0.4,0.021599885,0.005644251
2022-02-09,0.108944066,0.4,0.052960273,0.4,0.03213243,0.0059632314
2022-02-10,0.1097202,0.4,0.04546103,0.4,0.039255667,0.0055631
2022-02-11,0.104079485,0.4,0.04086546,0.4,0.04895225,0.0061028018
2022-02-14,0.09553856,0.4,0.036462132,0.4,0.06040744,0.0075918683
2022-02-15,0.0803823,0.4,0.024090935,0.4,0.087052174,0.00847459
2022-02-16,0.06902845,0.4,0.017490018,0.4,0.10494335,0.008538182
2022-02-17,0.06430668,0.4,0.017563673,0.4,0.10940113,0.008728524
2022-02-18,0.070071176,0.4,0.017153598,0.4,0.1021234,0.010651822
2022-02-22,0.05490418,0.4,0.013265972,0.4,0.119891666,0.011938181
2022-02-23,0.040236425,0.4,0.009348124,0.4,0.13672693,0.013688525
2022-02-24,0.047636367,0.4,0.011044365,0.4,0.123899825,0.017419444
2022-02-25,0.051304393,0.4,0.0073761544,0.4,0.12394922,0.017370233
2022-02-28,0.08585411,0.4,0.015205029,0.4,0.08335002,0.015590846
2022-03-01,0.11605115,0.4,0.021185573,0.4,0.047481306,0.015281965
2022-03-02,0.13072184,0.4,0.024486735,0.4,0.028707754,0.01608368
2022-03-03,0.13951391,0.4,0.024282295,0.4,0.026062544,0.01014125
