,AAPL,JNJ,JPM,MSFT,XOM,CASH
2022-01-04,0.09157138,0.055522457,0.03551175,0.15889798,0.24933001,0.40916643
2022-01-05,0.1721127,0.01827656,0.0555823,0.25830626,0.4,0.09572217
2022-01-06,0.364127,0.014350802,0.028248921,0.15369552,0.4,0.03957774
2022-01-07,0.4,0.014084865,0.044266958,0.11230164,0.4,0.029346537
2022-01-10,0.4,0.01973142,0.040222876,0.11706917,0.4,0.02297654
2022-01-11,0.4,0.02926181,0.039048936,0.109919086,0.4,0.021770164
2022-01-12,0.4,0.032748803,0.04751488,0.09696845,0.4,0.022767868
2022-01-13,0.4,0.031848133,0.058222424,0.08703768,0.4,0.022891762
2022-01-14,0.4,0.039988846,0.061590675,0.0801309,0.4,0.01828958
2022-01-18,0.4,0.03833891,0.07779048,0.047691375,0.4,0.036179237
2022-01-19,0.4,0.03735912,0.08474709,0.036915064,0.4,0.040978726
2022-01-20,0.4,0.023285192,0.09852872,0.02951972,0.4,0.048666365
2022-01-21,0.4,0.05073774,0.083742894,0.023579037,0.4,0.041940328
2022-01-24,0.4,0.030006483,0.1054127,0.02138262,0.4,0.043198194
2022-01-25,0.4,0.04392855,0.09698234,0.017954787,0.4,0.041134324
2022-01-26,0.4,0.034264766,0.088328004,0.04642701,0.4,0.03098022
2022-01-27,0.4,0.026271634,0.090628766,0.048972458,0.4,0.03412714
2022-01-28,0.4,0.024723481,0.07505905,0.06258735,0.4,0.037630115
2022-01-31,0.4,0.030034348,0.06703841,0.069026425,0.4,0.033900816
2022-02-01,0.4,0.03871872,0.043193277,0.0902453,0.4,0.027842706
2022-02-02,0.4,0.026826162,0.037451994,0.10925986,0.4,0.02646199
2022-02-03,0.4,0.029676152,0.025726136,0.11989115,0.4,0.024706563
2022-02-04,0.4,0.019525327,0.024993224,0.13337675,0.4,0.022104708
2022-02-07,0.4,0.045451816,0.02139434,0.112852275,0.4,0.020301566
2022-02-08,0.4,0.023089701,0.02879633,0.128001,0.4,0.02011297
2022-02-09,0.4,0.034160502,0.029275585,0.119860575,0.4,0.01670334
2022-02-10,0.4,0.024711765,0.03225,0.123282805,0.4,0.019755429
2022-02-11,0.4,0.037771564,0.036879282,0.10755709,0.4,0.017792067
2022-02-14,0.4,0.057468623,0.04555142,0.07666548,0.4,0.02031447
2022-02-15,0.4,0.0605802,0.06911427,0.0465058,0.4,0.023799729
2022-02-16,0.4,0.07204698,0.065745,0.040270977,0.4,0.02193704
2022-02-17,0.4,0.07059623,0.06342078,0.043976117,0.4,0.022006864
2022-02-18,0.4,0.06068986,0.07412269,0.040393032,0.4,0.024794422
2022-02-22,0.4,0.040302277,0.09992607,0.03237993,0.4,0.027391724
2022-02-23,0.4,0.0357578,0.111775585,0.021812158,0.4,0.03065446
