,port_ret
2022-01-04,0.005507175
2022-01-05,-0.011108324
2022-01-06,0.0019766605
2022-01-07,0.0042430465
2022-01-10,-0.0023319793
2022-01-11,0.023493377
2022-01-12,0.00081815623
2022-01-13,-0.014452659
2022-01-14,0.006458269
2022-01-18,-0.005492317
2022-01-19,-0.009629945
2022-01-20,-0.0045102565
2022-01-21,-0.013186268
2022-01-24,0.001027917
2022-01-25,0.009008423
2022-01-26,-0.00204282
2022-01-27,0.0031910252
2022-01-28,0.031327218
2022-01-31,0.015622183
2022-02-01,0.024969362
2022-02-02,0.0033747335
2022-02-03,-0.016265271
2022-02-04,0.0105775865
2022-02-07,0.0011390173
2022-02-08,-0.0008697676
2022-02-09,0.0040959446
2022-02-10,-0.017239746
2022-02-11,-0.0015273251
2022-02-14,-0.006799451
2022-02-15,0.0066777426
2022-02-16,0.0012820351
2022-02-17,-0.012309343
2022-02-18,-0.0089178635
2022-02-22,-0.012583785
2022-02-23,-0.011643016
2022-02-24,-0.0014739826
2022-02-25,0.019375151
2022-02-28,-0.006100176
2022-03-01,-0.011249383
2022-03-02,0.018075591
2022-03-03,-0.0013726439
2022-03-04,0.00035562617
2022-03-07,-0.00208551
2022-03-08,-0.0035900231
2022-03-09,-0.001737745
2022-03-10,1.8555394e-05
2022-03-11,-0.014640064
2022-03-14,-0.024649072
2022-03-15,-0.0058223074
2022-03-16,0.015172872
2022-03-17,0.014792116
2022-03-18,0.0076077045
2022-03-21,0.021267474
2022-03-22,0.008541968
2022-03-23,0.0075071487
2022-03-24,0.012071156
2022-03-25,0.011143452
2022-03-28,-0.0072397445
2022-03-29,0.0065688784
2022-03-30,0.0047882954
2022-03-31,-0.01623966
2022-04-01,0.0020631691
2022-04-04,0.009979147
2022-04-05,-0.010251705
2022-04-06,-0.0045220363
2022-04-07,0.0076095206
2022-04-08,0.003414477
2022-04-11,-0.02824188
2022-04-12,0.011336137
2022-04-13,0.010794682
2022-04-14,-0.009498031
2022-04-18,0.0041817953
2022-04-19,0.0053778454
2022-04-20,0.0010697873
2022-04-21,-0.008163471
2022-04-22,-0.023818519
2022-04-25,-0.008342367
2022-04-26,-0.019714732
2022-04-27,0.012350526
2022-04-28,0.031942267
2022-04-29,-0.02843165
2022-05-02,0.0075402055
2022-05-03,0.014090982
2022-05-04,0.036637142
2022-05-05,-0.0326145
2022-05-06,0.0074413163
2022-05-09,-0.046323203
2022-05-10,0.006554895
2022-05-11,-0.013697424
2022-05-12,-0.0096042575
2022-05-13,0.024275674
2022-05-16,0.0033748187
2022-05-17,0.01952922
2022-05-18,-0.032538917
2022-05-19,-0.009754972
2022-05-20,0.0031069624
2022-05-23,0.033258274
2022-05-24,-0.0038833441
2022-05-25,0.009222146
2022-05-26,0.012751679
2022-05-27,0.023525752
2022-05-31,-0.009232046
2022-06-01,0.0062710443
2022-06-02,0.0074288067
2022-06-03,-0.011789373
2022-06-06,0.0005545347
2022-06-07,0.02711386
2022-06-08,0.0010299479
2022-06-09,-0.026803125
2022-06-10,-0.02892531
2022-06-13,-0.038741358
2022-06-14,2.970337e-05
2022-06-15,0.009643508
2022-06-16,-0.026929261
2022-06-17,-0.0007821921
2022-06-21,0.02804368
2022-06-22,-0.004891007
2022-06-23,0.0035926993
2022-06-24,0.024510028
2022-06-27,-0.0028251114
2022-06-28,-0.017268894
2022-06-29,0.0038412153
2022-06-30,-0.016592698
2022-07-01,0.01485116
2022-07-05,0.0004949446
2022-07-06,-0.00013469855
2022-07-07,0.020002294
2022-07-08,0.0015185002
2022-07-11,-0.008996246
2022-07-12,-0.005335837
2022-07-13,-0.00028027766
2022-07-14,-0.0008815481
2022-07-15,0.015971383
2022-07-18,-0.003979646
2022-07-19,0.021283766
2022-07-20,0.009320493
2022-07-21,0.00019347078
2022-07-22,-0.006124265
2022-07-25,0.010690284
2022-07-26,-0.0048683546
2022-07-27,0.023386566
2022-07-28,0.0071034622
2022-07-29,0.032194234
2022-08-01,-0.013430096
2022-08-02,-0.006878386
2022-08-03,0.004438456
2022-08-04,-0.01979279
2022-08-05,0.0059584216
2022-08-08,-0.00018613809
2022-08-09,0.0077161402
2022-08-10,0.01556628
2022-08-11,0.007683785
2022-08-12,0.011760806
2022-08-15,-0.0039037934
2022-08-16,-0.002644835
2022-08-17,0.0064659794
2022-08-18,0.007624626
2022-08-19,-0.005933339
2022-08-22,-0.011278507
2022-08-23,0.014591054
2022-08-24,0.0029734683
2022-08-25,0.010815348
2022-08-26,-0.024923721
2022-08-29,0.0024507085
2022-08-30,-0.021093335
2022-08-31,-0.008205806
2022-09-01,-0.002449121
2022-09-02,-0.0013072134
2022-09-06,-0.00595674
2022-09-07,0.0045217182
2022-09-08,0.0024057592
2022-09-09,0.01612119
2022-09-12,0.021299317
2022-09-13,-0.04066308
2022-09-14,0.014005701
2022-09-15,-0.019537352
2022-09-16,-0.011389393
2022-09-19,0.010231131
2022-09-20,0.0005041675
2022-09-21,-0.017822707
2022-09-22,-0.003991217
2022-09-23,-0.021716233
2022-09-26,-0.008268674
2022-09-27,-0.00011816203
2022-09-28,0.006459407
2022-09-29,-0.027702147
2022-09-30,-0.020725742
2022-10-03,0.030177891
2022-10-04,0.03156837
2022-10-05,0.011904078
2022-10-06,0.006120026
2022-10-07,-0.022702636
2022-10-10,-0.009095657
2022-10-11,-0.01059738
2022-10-12,0.0018318708
2022-10-13,0.034654655
2022-10-14,-0.022983564
2022-10-17,0.02375731
2022-10-18,0.006116867
2022-10-19,0.0101203
2022-10-20,-0.0010106491
2022-10-21,0.023647571
2022-10-24,0.011847186
2022-10-25,0.0070043043
2022-10-26,-0.013032177
2022-10-27,-0.013596018
2022-10-28,0.048714295
2022-10-31,-0.00838574
2022-11-01,-0.005238867
2022-11-02,-0.028570343
2022-11-03,-0.01496895
2022-11-04,0.008917541
2022-11-07,0.010255386
2022-11-08,0.0035299798
2022-11-09,-0.03426946
2022-11-10,0.052690465
2022-11-11,0.020948485
2022-11-14,-0.005254596
2022-11-15,0.00721594
2022-11-16,-0.0072115124
2022-11-17,0.0056264866
2022-11-18,-0.0016018428
2022-11-21,-0.012330187
2022-11-22,0.019665664
2022-11-23,0.002158234
2022-11-25,-0.009231074
2022-11-28,-0.026297787
2022-11-29,-0.006214575
2022-11-30,0.03156365
2022-12-01,-0.0020397664
2022-12-02,-0.0048133135
2022-12-05,-0.017137697
2022-12-06,-0.022429802
2022-12-07,-0.006524699
2022-12-08,0.009706979
2022-12-09,-0.00543484
2022-12-12,0.017915796
2022-12-13,0.0075050513
2022-12-14,-0.007461013
2022-12-15,-0.03241368
2022-12-16,-0.011919951
2022-12-19,-0.0051399
2022-12-20,0.0046103676
2022-12-21,0.01615089
2022-12-22,-0.018675128
2022-12-23,0.007961531
2022-12-27,-0.0008739254
2022-12-28,-0.018320363
2022-12-29,0.015887203
2022-12-30,0.0054173106
2023-01-03,-0.027571399
2023-01-04,0.004458458
2023-01-05,0.0022345728
2023-01-06,0.02216586
2023-01-09,-0.0058367667
2023-01-10,0.008837995
2023-01-11,0.015066828
2023-01-12,0.0066555054
2023-01-13,0.00591398
2023-01-17,0.0013770338
2023-01-18,-0.014330778
2023-01-19,0.0012971712
2023-01-20,0.015222712
2023-01-23,0.00832029
2023-01-24,0.008183806
2023-01-25,-0.0033512716
2023-01-26,0.02280861
2023-01-27,-0.002142085
2023-01-30,-0.019635625
2023-01-31,0.013756057
2023-02-01,-0.00017556491
2023-02-02,0.0033043914
2023-02-03,0.012112192
2023-02-06,-0.008689754
2023-02-07,0.020488732
2023-02-08,-0.010684419
2023-02-09,-0.003685029
2023-02-10,0.018529909
2023-02-13,0.007480203
2023-02-14,-0.006445941
2023-02-15,0.0035781574
2023-02-16,-0.007475077
2023-02-17,-0.016598597
2023-02-21,-0.01424933
2023-02-22,-0.004885778
2023-02-23,0.0056051495
2023-02-24,-0.0054997103
2023-02-27,0.005514416
2023-02-28,0.0002589671
2023-03-01,-0.0043408056
2023-03-02,-0.0015040662
2023-03-03,0.015400513
2023-03-06,0.0026172271
2023-03-07,-0.02096255
2023-03-08,-0.008245791
2023-03-09,-0.026474457
2023-03-10,0.0046178587
2023-03-13,-0.0073719476
2023-03-14,0.014459854
2023-03-15,-0.02749257
2023-03-16,0.013084561
2023-03-17,-0.01693265
2023-03-20,0.007203266
2023-03-21,0.014440644
2023-03-22,-0.017508991
2023-03-23,0.0012715164
2023-03-24,0.0023730432
2023-03-27,0.009027011
2023-03-28,-0.0016423895
2023-03-29,0.011652715
2023-03-30,0.0033540127
2023-03-31,0.006875986
2023-04-03,0.028552936
2023-04-04,-0.0022882458
2023-04-05,0.010724362
2023-04-06,-0.0019107666
2023-04-10,-0.009104719
2023-04-11,-0.0020217411
2023-04-12,-0.0020321961
2023-04-13,0.018089253
2023-04-14,0.0010471721
2023-04-17,-0.0034724525
2023-04-18,0.009757348
2023-04-19,0.0019037052
2023-04-20,-0.0059692455
2023-04-21,-0.003077546
2023-04-24,0.0071601286
2023-04-25,-0.01259905
2023-04-26,0.002395337
2023-04-27,0.018005405
2023-04-28,0.009207274
2023-05-01,-0.012175646
2023-05-02,-0.01829815
2023-05-03,-0.012794695
2023-05-04,-0.012093528
2023-05-05,0.029673878
2023-05-08,0.0008015995
2023-05-09,-0.005522631
2023-05-10,0.0005880396
2023-05-11,-0.006740343
2023-05-12,-0.0031500668
2023-05-15,-0.0018683393
2023-05-16,-0.007683492
2023-05-17,0.009106913
2023-05-18,0.007533161
2023-05-19,0.00185143
2023-05-22,-0.0076216254
2023-05-23,-0.0019249214
2023-05-24,0.0045599286
2023-05-25,-0.005123434
2023-05-26,0.0036403006
2023-05-30,0.00079728954
2023-05-31,-0.007245668
2023-06-01,0.010825457
2023-06-02,0.014157423
2023-06-05,-0.004026148
2023-06-06,0.00218965
2023-06-07,0.0050875284
2023-06-08,0.00607595
2023-06-09,-0.0017665287
2023-06-12,0.004003263
2023-06-13,0.000105951985
2023-06-14,-0.002413134
2023-06-15,0.011160223
2023-06-16,-0.0063951
2023-06-20,-0.010507241
2023-06-21,0.0004110421
2023-06-22,0.0066733477
2023-06-23,-0.0058822962
2023-06-26,0.0017470847
2023-06-27,0.009082511
2023-06-28,0.0055116117
2023-06-29,0.0069475803
2023-06-30,0.013729165
2023-07-03,-0.003416405
2023-07-05,-0.0048259147
2023-07-06,-0.014290721
2023-07-07,-0.0024711813
2023-07-10,0.0015923736
2023-07-11,0.00438927
2023-07-12,0.006096946
2023-07-13,-0.004746565
2023-07-14,-0.012369389
2023-07-17,0.009462264
2023-07-18,-0.0010481236
2023-07-19,0.00514652
2023-07-20,0.010245719
2023-07-21,-0.0013085083
2023-07-24,0.0088706175
2023-07-25,0.005097872
2023-07-26,-0.0067891506
2023-07-27,-0.006324466
2023-07-28,0.007050258
2023-07-31,0.0069605345
2023-08-01,-0.003076709
2023-08-02,-0.0156613
2023-08-03,0.0040184595
2023-08-04,-0.018183457
2023-08-07,-0.006590359
2023-08-08,0.0025623837
2023-08-09,0.0011325503
2023-08-10,0.0014851138
2023-08-11,0.006463761
2023-08-14,0.005025017
2023-08-15,-0.016783755
2023-08-16,-0.008777775
2023-08-17,-0.00069560885
2023-08-18,0.006392397
2023-08-21,-0.00082820625
2023-08-22,-0.0017872505
2023-08-23,0.0060198936
2023-08-24,-0.013902587
2023-08-25,0.012933018
2023-08-28,0.0066136597
2023-08-29,0.012048287
2023-08-30,0.01102708
2023-08-31,-0.00022536056
