seed,Total Return,CAGR,Ann. Volatility,Sharpe,Sortino,Max Drawdown,Turnover
42,0.4940323374101294,0.144213190299193,0.16153656030332408,0.9148428162185994,1.3418714594644592,-0.13749674546922785,0.04832254350185394
1,0.2887400927807706,0.08884551295488197,0.163559696941512,0.6021783204298554,0.8810904600064972,-0.1726150994813379,0.04797164350748062
7,0.08406424143880598,0.027454982894627555,0.15579878923858417,0.25169442672342,0.36865191518281004,-0.18919483335651063,0.05989157035946846
13,0.4003568336933596,0.11962034237191332,0.21250386283526085,0.637875263103574,0.9235104917872831,-0.24904562369676417,0.027172718197107315
99,0.1475015017014636,0.047249984011866086,0.1700959229359085,0.3564432837655385,0.5133172315188508,-0.21999939079048297,0.04227334260940552
