,port_ret
2022-01-04,0.0031175418
2022-01-05,-0.010361438
2022-01-06,0.006452542
2022-01-07,0.0059255124
2022-01-10,-0.0028689036
2022-01-11,0.016799957
2022-01-12,0.0009175748
2022-01-13,-0.013751288
2022-01-14,-0.0035241628
2022-01-18,-0.0100368
2022-01-19,-0.006198112
2022-01-20,-0.003878447
2022-01-21,-0.014693538
2022-01-24,0.0019412216
2022-01-25,0.01742474
2022-01-26,0.0015439771
2022-01-27,-0.00030268688
2022-01-28,0.008430804
2022-01-31,0.010415992
2022-02-01,0.03126234
2022-02-02,-0.001971977
2022-02-03,-0.012747956
2022-02-04,0.020444602
2022-02-07,0.004161207
2022-02-08,-0.00082707667
2022-02-09,0.0022696392
2022-02-10,-0.009822835
2022-02-11,0.0013088188
2022-02-14,-0.010452145
2022-02-15,0.0036865096
2022-02-16,0.0023653915
2022-02-17,-0.013236819
2022-02-18,-0.004280325
2022-02-22,-0.0070845657
2022-02-23,-0.009301888
2022-02-24,-0.011485402
2022-02-25,0.025757566
2022-02-28,-0.010003061
2022-03-01,-0.011044883
2022-03-02,0.017786821
2022-03-03,-0.00012051397
2022-03-04,0.0023705128
2022-03-07,-0.003184918
2022-03-08,-0.0024438063
2022-03-09,-0.0023620673
2022-03-10,0.0066262083
2022-03-11,-0.013013399
2022-03-14,-0.010448076
2022-03-15,-0.010392485
2022-03-16,0.01740073
2022-03-17,0.017178793
2022-03-18,-0.00022984887
2022-03-21,0.017032545
2022-03-22,0.008794516
2022-03-23,-0.0029158245
2022-03-24,0.0062920945
2022-03-25,0.0125230765
2022-03-28,-0.011205555
2022-03-29,0.00095744786
2022-03-30,0.0047253715
2022-03-31,-0.020740587
2022-04-01,0.00019132541
2022-04-04,0.003965883
2022-04-05,-0.008097745
2022-04-06,-0.0033307385
2022-04-07,0.0059104953
2022-04-08,0.014319268
2022-04-11,-0.020025602
2022-04-12,0.0035692484
2022-04-13,-0.0035119632
2022-04-14,-0.0018936864
2022-04-18,0.007925691
2022-04-19,0.008923431
2022-04-20,0.0028636535
2022-04-21,-0.0087413015
2022-04-22,-0.022973694
2022-04-25,-0.0091547975
2022-04-26,-0.0136518665
2022-04-27,0.009665903
2022-04-28,0.019498082
2022-04-29,-0.021647094
2022-05-02,0.003443546
2022-05-03,0.008756277
2022-05-04,0.025204007
2022-05-05,-0.01950986
2022-05-06,0.004469063
2022-05-09,-0.029678583
2022-05-10,0.00063781056
2022-05-11,0.0016314292
2022-05-12,0.0032019462
2022-05-13,0.0128439125
2022-05-16,0.011663627
2022-05-17,0.010207384
2022-05-18,-0.019518077
2022-05-19,-0.003098417
2022-05-20,0.009626931
2022-05-23,0.023237443
2022-05-24,0.0060432935
2022-05-25,0.006111144
2022-05-26,0.005082369
2022-05-27,0.013185664
2022-05-31,-0.007097096
